iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,824370.3,676945.56,907.95,822.7671
2000,675563.25,533090.1,821.93,730.13
4000,570955.0,436555.47,755.61,660.7222
6000,557655.1,436942.5,746.76,661.013
8000,546016.44,437556.2,738.93,661.4704
10000,533211.1,441825.62,730.2,664.667
12000,517274.97,454531.25,719.19,674.0483
14000,501756.94,466539.38,708.27,682.8626
16000,487661.56,480776.84,698.2,693.1815
18000,473741.1,496881.66,688.09,704.6899
20000,464103.0,503914.34,680.97,709.7379
22000,443172.94,520122.03,665.16,720.9824
24000,433274.06,535892.3,657.47,731.8099
26000,419173.0,548540.2,646.34,740.3276
28000,413225.16,564502.75,641.55,751.0303
30000,408774.78,569330.7,638.08,753.9957
32000,397009.62,589210.9,628.37,767.0892
34000,386530.03,582075.94,619.93,762.4128
36000,395404.97,581137.4,627.31,761.5888
38000,361831.16,590533.44,598.68,767.8103
40000,378463.06,591105.0,613.11,768.2565
42000,450930.8,553953.9,670.53,743.5663
44000,354332.44,591307.4,591.9,768.2099
46000,375528.5,595237.75,611.03,770.5104
48000,340909.66,593440.0,580.32,768.9554
50000,404582.9,579136.56,635.08,760.1935
52000,340756.6,600152.56,579.96,773.5793
54000,319532.97,612448.9,560.13,781.0813
56000,346013.75,595677.25,585.04,770.5783
58000,413843.88,568817.3,641.94,753.2527
