iteration,trainRMSE
0,"[905.0714155003373, 905.1897584095458, 908.1238727303906, 908.6902780828785, 908.6916044302519, 910.2981715218093, 908.6940395947014, 907.678247306231, 907.7204138299106, 909.3073147850066]"
2000,"[819.5543858690756, 819.546946655565, 822.1827967635155, 822.5551552742808, 822.5551735324199, 823.9108529950671, 822.4679987915648, 821.708886339572, 821.7209206600514, 823.0509368637507]"
4000,"[754.1473738391246, 753.9080139147503, 755.8383962776841, 755.8974214891529, 755.9823797960388, 756.7931554815442, 755.8542846676288, 755.6025624064104, 755.6119159173821, 756.5128929995116]"
6000,"[747.5353006432427, 745.3008840526875, 745.8137802784499, 746.091614421775, 746.4159988837874, 746.9639375274695, 746.8934008055281, 746.5391826618683, 746.5760902576466, 749.4885166639958]"
8000,"[742.8956373318729, 739.6134673337284, 739.2846197395805, 739.9775456968304, 739.4451484908329, 738.0070249388215, 737.0098523575548, 736.5195377339177, 736.3899369059372, 740.1203841291938]"
10000,"[738.6722682086843, 731.4671024740366, 731.2324870277178, 732.657329494823, 730.5104157925176, 728.9029401923195, 725.4903046357824, 726.3781610622289, 726.353215299755, 730.3687904778349]"
12000,"[735.5822617713231, 722.7671942205177, 721.6901864039895, 720.3746390753214, 719.9462356723963, 716.8812116745663, 711.4470934680497, 714.8229042261225, 711.3728633185177, 716.9848441338429]"
14000,"[733.8161151084746, 715.00061411248, 711.5671987534562, 709.0417943685924, 709.1328548538596, 705.117100881138, 699.3678570120628, 703.2275460872376, 693.6795442289009, 702.767587275113]"
16000,"[731.2960940584551, 703.4796593189138, 704.4109342734512, 699.9872957716509, 702.0007995728108, 692.5660108912249, 687.7152020712806, 686.5694919476858, 684.9230525835188, 689.0911680834365]"
18000,"[728.2520903585985, 694.325999213681, 697.9867086080125, 691.7154411889617, 693.2956914267039, 682.4965881976132, 679.8156547902989, 672.6071897115523, 667.3880975346768, 672.9666642684779]"
20000,"[729.1034248482149, 687.3711565623347, 691.855622570547, 686.8503533779364, 682.309418697462, 677.6380210119382, 666.9383366519496, 664.2626112060976, 657.0417204982638, 666.3478805343792]"
22000,"[726.81115564541, 677.0191765138013, 687.6768448651297, 677.9849350987545, 663.2967538765914, 661.0724633627368, 646.7793582798563, 637.9612182614113, 631.895643025425, 641.0534247435404]"
24000,"[728.2078437067966, 670.3741824657259, 684.4694059372833, 674.9956375960185, 655.8433634881527, 654.5550360240723, 628.3890250239854, 631.0758271424102, 622.393243308864, 624.3725814633278]"
26000,"[725.1242134868354, 663.8268994725204, 683.1338761309145, 668.9769200001192, 639.0431132972219, 645.4719027162852, 621.7694015451818, 609.7907712757701, 602.5876199910676, 603.7157590813638]"
28000,"[722.456611740614, 662.3222511597858, 682.4069026265774, 670.7658326309656, 630.2996132541856, 640.7543652481062, 612.7848448024029, 603.5781840361353, 586.9900854334917, 603.1553162522905]"
30000,"[720.7536805250683, 657.856975741323, 681.3027923342173, 667.2068073704952, 625.1020793734037, 630.9785809080805, 609.360491558902, 594.3824129538419, 593.9297677320254, 599.8948319612962]"
32000,"[720.0683372871716, 654.4282264697969, 682.8724423830298, 660.2038892746364, 612.6393856826483, 618.0097443527637, 592.6438800531971, 578.36515975553, 576.400793498305, 588.1157509964606]"
34000,"[716.440551732103, 649.6590272920645, 675.414511562937, 649.3808116498349, 600.0278880648497, 596.4619129838412, 581.8560537316533, 576.3193911562151, 577.1390193569553, 576.5932879189791]"
36000,"[714.7187088128426, 648.6031510046697, 673.1310078560687, 666.6764773474218, 602.7358548508644, 610.7490643983516, 588.3864141095764, 579.136958904786, 583.3669660134807, 605.5818095532211]"
38000,"[710.2601440127855, 643.4580676913342, 665.8992707945949, 637.0541154466673, 585.3062705266736, 572.9311365160677, 559.4438634550608, 533.4991930932554, 545.3688025504927, 533.5317102452814]"
40000,"[710.6609504561475, 652.9524206779022, 667.7071810225415, 651.7366737890222, 578.86688552702, 590.1287511625974, 593.5555453307308, 561.6218166374218, 558.77500010454, 565.0887623138019]"
42000,"[725.1971956857461, 699.575469173885, 724.7256202415267, 690.8181749973853, 618.3810467609744, 668.5968968380832, 648.7796326321034, 627.1744858336957, 658.2125386805335, 643.8782936626723]"
44000,"[710.6759402446476, 642.2370466245245, 664.8979105331098, 635.0916134015083, 572.8165646976863, 562.8822938765592, 548.9738940434049, 542.7509942134986, 517.9955162328736, 520.6788088885805]"
46000,"[704.7803043229538, 647.3707993115198, 661.1450314745786, 640.0801742553065, 584.8879857214948, 590.7404534404812, 579.0308900254735, 575.3169605568927, 552.4293743358526, 574.5593969515916]"
48000,"[702.6136349974306, 640.5940560160943, 649.8000140162819, 625.1552138476201, 549.8801839791906, 544.4948729716651, 536.2840582828126, 517.0552438694832, 509.4408632451233, 527.8779928303553]"
50000,"[710.8733456071151, 653.365209206644, 660.5608416642856, 661.7498521366626, 629.7506404011352, 631.2059981236694, 607.2392912004298, 594.3768470353178, 612.8338790941972, 588.8247218326832]"
52000,"[702.1323653495023, 643.1314329994952, 660.8434777759059, 614.2627038449002, 561.2844916263855, 549.9231847372281, 527.3540474872597, 512.3529638324294, 506.40364475594237, 521.8984305389931]"
54000,"[703.407859673659, 637.494480746955, 642.0890370452796, 603.5178598170788, 525.8208991143995, 525.7290380156343, 516.781827428972, 494.6813009681934, 471.7504769170043, 479.99472025455486]"
56000,"[705.8419714769841, 642.6611017946259, 637.6876311193755, 628.8025118546041, 559.5136223707276, 556.1377968373745, 557.8242142495885, 521.64310209905, 527.5311533563893, 512.7544684670523]"
58000,"[715.1647584823636, 682.4741705633068, 681.8670929024431, 668.699009039067, 618.3388448772854, 642.1392523885929, 574.7990782140076, 602.2833253090989, 605.4689259051266, 628.2077923613266]"
