iteration,trainRMSE
0,"[905.1004360442705, 905.1404668627423, 908.0581306117436, 908.624670900096, 908.6262479243258, 910.2336822161558, 908.6303204418178, 907.6159201789343, 907.6590966320377, 909.2464096077385]"
100,"[751.357130187453, 751.4909356172155, 753.1657656902756, 753.0507646005778, 753.0479610773567, 753.6629190966871, 752.767045986496, 752.687948548653, 752.629756341714, 753.2084544362243]"
200,"[751.1911338967976, 751.440495911745, 753.1412340688016, 753.0372704814287, 753.0345266709382, 753.6678276889982, 752.7575374377774, 752.6625642590964, 752.6058799652919, 753.2030891305403]"
300,"[751.1409543819298, 751.4451999008583, 753.1407293376618, 753.0346677980021, 753.03191262272, 753.66173267901, 752.7541755410564, 752.6622182593811, 752.6052470554902, 753.1989430422294]"
400,"[751.1537040220313, 751.4471699209602, 753.141098237577, 753.0343394449875, 753.0315804941724, 753.6602430756413, 752.7535950360592, 752.6626402603731, 752.605573732615, 753.1981015653903]"
500,"[751.0658925474194, 751.4411379957742, 753.1411106321481, 753.0369876171844, 753.0342429428154, 753.6672795275309, 752.7571968521258, 752.6624528297784, 752.6057467282682, 753.202689007509]"
600,"[751.0547565840644, 751.4448344939952, 753.1406851262843, 753.0347729927172, 753.03201862655, 753.6620866668142, 752.7543347776067, 752.6621626921137, 752.6052119160275, 753.1991581768706]"
700,"[751.0102002280113, 751.4491264108626, 753.1416323418829, 753.0342713790623, 753.031509168196, 753.6591718840928, 752.7533092725862, 752.663220363761, 752.6060715234671, 753.1975902790914]"
800,"[750.9904049735512, 751.4532358665281, 753.1431564862435, 753.0346758836286, 753.0319076127464, 753.657710663932, 752.753309173399, 752.6648303792903, 752.6075285221007, 753.197170513337]"
900,"[750.9636382977801, 751.4389078740315, 753.1449819198398, 753.0435103570255, 753.0407800551278, 753.6782124863721, 752.7646801438132, 752.6661255976868, 752.6097822850785, 753.2111612963123]"
