iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,830001.4,651607.94,911.04,807.183
5000,510779.7,477949.53,714.65,691.0916
10000,427823.8,581344.56,653.69,761.5918
15000,350450.38,655631.94,589.63,807.1613
20000,358880.4,799012.4,597.76,891.5614
25000,268170.78,778355.3,511.59,874.9643
30000,242261.17,789735.8,484.91,881.6835
35000,225945.19,736087.44,466.65,853.686
40000,484735.94,540551.2,695.59,733.0992
45000,197877.95,903818.75,432.99,944.4657
50000,264487.3,833061.7,509.77,908.657
55000,233959.69,710602.25,478.47,841.2287
60000,219236.45,877686.9,461.4,932.4924
65000,202143.33,936914.7,438.9,960.8744
70000,213710.66,829326.06,453.28,906.4446
75000,186356.16,918190.94,417.88,953.0037
