iteration,trainRMSE
0,"[910.9348969046929, 911.0421101297544, 910.5964110417764, 910.5685198634455, 912.0774264497824]"
5000,"[725.3132708661415, 705.154047667369, 708.3641811334393, 716.0136332257669, 718.411794436456]"
10000,"[696.0939146933907, 656.6678444658187, 639.2969636137298, 642.8092002051995, 633.5947077081795]"
15000,"[684.8987532105184, 604.8343051576467, 536.294895756164, 553.3807756423736, 568.7468361515995]"
20000,"[664.1209819599106, 594.2814457996622, 551.4216558819671, 566.2512525758831, 612.7210327836792]"
25000,"[648.9177850255406, 557.5937697931231, 453.4656356158308, 447.97340466494154, 449.98428370020355]"
30000,"[629.8087091571628, 531.1596347607746, 419.09656748900653, 433.26190615127837, 411.21497137323365]"
35000,"[616.7096630498866, 523.2863611404865, 419.4574444576545, 396.2599422969664, 377.5365309775108]"
40000,"[689.2367458276542, 659.5521253415984, 670.4020006691751, 721.9103369387454, 736.8580165983525]"
45000,"[593.4078099458959, 505.03964675684006, 399.8397020174956, 337.7191138319683, 328.9223823546325]"
50000,"[623.8870633916345, 540.5952923451104, 485.9028772380108, 473.17342917870496, 425.3051084661737]"
55000,"[592.9400661951447, 516.8045292590599, 457.2599593674389, 438.6794504847143, 386.68594176490694]"
60000,"[592.5225794944168, 505.39384690806895, 435.96724625562047, 404.8369011230394, 368.28545238479563]"
65000,"[589.32094151787, 498.30236881477924, 429.21004531693717, 363.14789062982925, 314.5357932074325]"
70000,"[595.9523607238398, 511.00861317609525, 428.8346844698058, 391.5774020590293, 339.0456637570605]"
75000,"[574.6125279774357, 495.21982154808455, 407.5767595983541, 343.98276374704716, 268.0220646743446]"
