iteration,trainRMSE
0,"[1052.544084670028, 1052.5341974441965, 1052.8942611329703, 1052.904641567833, 1055.9477717521477]"
10,"[1039.3406246594413, 1028.7359555948187, 1026.3677607173381, 1026.3292669093728, 1029.3859392978907]"
20,"[1035.4640468535388, 1017.0820845451987, 1013.3199302691281, 1012.7634668345448, 1015.5012534545435]"
30,"[1030.356988909085, 1010.034968491223, 1007.2124896304937, 1006.8707917714285, 1009.6126374369122]"
40,"[1025.2577761713856, 1003.4729865386914, 1000.935142393094, 1000.5167929658364, 1003.1935942824423]"
50,"[1018.0806712350602, 996.6175178782661, 995.2166665455727, 994.9574239210687, 997.6108594901654]"
60,"[1006.4448941952444, 990.1198880536667, 989.9315781666226, 989.8251738866214, 992.4567161052535]"
70,"[990.8719212658244, 984.8870331586382, 984.8915203790917, 984.8230431865793, 987.4196961629252]"
80,"[983.1795153292469, 980.7395138761491, 980.8046508869833, 980.7318414651222, 983.2565276080238]"
90,"[978.9678732117188, 977.2043936747986, 977.2240526994651, 977.1892464623272, 979.6049569097585]"
100,"[975.287769409539, 974.3965672519463, 974.3867676171512, 974.3525242588199, 976.6996966665296]"
110,"[972.22175425786, 972.2561050024402, 972.2681651676818, 972.20812564529, 974.4587839210204]"
120,"[970.4665873808963, 970.9153629169839, 970.8824302386258, 970.8990685917612, 973.0142698111167]"
130,"[969.471435191155, 970.2018145534761, 970.2024912616843, 970.1823271996343, 972.0490060198614]"
140,"[969.6229161623115, 969.9652463703536, 969.6926893145624, 969.9517630906251, 971.5803053556139]"
150,"[967.0598886119515, 968.3176087240789, 969.465249313479, 969.0564833791246, 970.6218686189238]"
160,"[965.6431519930298, 967.3553888222026, 968.6569570594381, 967.6664464856893, 968.9479048542254]"
170,"[964.9904514142652, 966.6636902361333, 967.8758832695162, 966.974500511502, 968.0338723475393]"
180,"[964.3814560282253, 965.6007406410434, 966.552154061957, 965.3346371929732, 966.4628313780097]"
190,"[963.6768343998045, 965.1359308034504, 965.9983310673243, 964.311629730035, 966.48808305569]"
200,"[963.4123334677003, 964.507966312523, 965.2196746065275, 964.0404077414669, 965.1481528311193]"
210,"[963.1847570684996, 963.7671963937546, 964.8177216407342, 962.713028417974, 963.8305825887238]"
220,"[962.9489940322616, 963.3907780611215, 964.0039772018335, 961.9131714914478, 963.0686651949123]"
