iteration,trainRMSE
0,"[905.1894313598506, 905.2112589765087, 908.1246255019396, 908.6903507141543, 908.6916044302519, 910.2981715218093, 908.6940395947014, 907.678247306231, 907.7204138299106, 909.3073147850066]"
100,"[892.7770164509427, 892.7044792939588, 895.5759471332055, 896.117603008922, 896.1183586257628, 897.6979746936169, 896.1101637818289, 895.1229329712123, 895.1616134586159, 896.7208875880876]"
200,"[875.7339266484837, 875.6863802382494, 878.5199136527059, 879.0301486667615, 879.030858643123, 880.5698948055749, 879.0072492419592, 878.0625945091157, 878.0961518335429, 879.6137591491411]"
300,"[853.569741221513, 853.5702049548677, 856.3456224842157, 856.8092716252327, 856.8098636599808, 858.2875032039286, 856.7639484896322, 855.8825773635003, 855.908651642303, 857.3633241487478]"
400,"[828.0130945932825, 828.0054825664322, 830.6813627397182, 831.0789679713242, 831.0791433390798, 832.4691409215352, 831.0032037885834, 830.2100996477831, 830.2259856160682, 831.5910423719168]"
500,"[801.3385932238398, 801.3254873137433, 803.8578537482149, 804.1677659412153, 804.1674007026951, 805.4363490353536, 804.0529848889092, 803.3785140678516, 803.3811188519437, 804.6226912808417]"
600,"[776.7493284353071, 776.7374135296993, 779.0676554271945, 779.2648463681559, 779.2638059032274, 780.3698492779947, 779.1020977924459, 778.5823512409772, 778.5682697839085, 779.6441092131944]"
700,"[758.4087669369607, 758.4247253738918, 760.4789239585269, 760.5365460734698, 760.5346983860459, 761.4283057871265, 760.3176035047754, 759.9926999398734, 759.958523806885, 760.8188923522672]"
800,"[751.3636984705965, 751.4466396836142, 753.1409713488056, 753.0344022382939, 753.0316443024692, 753.6606217820225, 752.7537264863598, 752.6624991773376, 752.6054583138089, 753.1983039101691]"
900,"[751.3131459701315, 751.3746175325454, 752.5352236233464, 752.581312882133, 753.3311270769171, 753.1555041989146, 752.80552180173, 753.951264946408, 752.2869454976164, 753.3844939607029]"
