184.63335,4546.6,120.91667,62.600002,2159.7334
4546.6,120.91667,62.600002,2159.7334,89.35
120.91667,62.600002,2159.7334,89.35,50.566666
62.600002,2159.7334,89.35,50.566666,542.23334
2159.7334,89.35,50.566666,542.23334,116.20001
89.35,50.566666,542.23334,116.20001,118.11666
50.566666,542.23334,116.20001,118.11666,84.75
542.23334,116.20001,118.11666,84.75,1463.8666
116.20001,118.11666,84.75,1463.8666,3562.7666
118.11666,84.75,1463.8666,3562.7666,107.3
84.75,1463.8666,3562.7666,107.3,2460.9832
1463.8666,3562.7666,107.3,2460.9832,86.6
3562.7666,107.3,2460.9832,86.6,48.38333
107.3,2460.9832,86.6,48.38333,80.03333
2460.9832,86.6,48.38333,80.03333,22.55
86.6,48.38333,80.03333,22.55,163.95001
48.38333,80.03333,22.55,163.95001,103.88333
88.816666,74.48333,2730.8335,831.8333,1242.8833
74.48333,2730.8335,831.8333,1242.8833,1469.6166
2730.8335,831.8333,1242.8833,1469.6166,51.05
831.8333,1242.8833,1469.6166,51.05,1457.8833
1242.8833,1469.6166,51.05,1457.8833,489.88333
1469.6166,51.05,1457.8833,489.88333,39.1
51.05,1457.8833,489.88333,39.1,7174.033
1457.8833,489.88333,39.1,7174.033,36.55
489.88333,39.1,7174.033,36.55,4305.7334
39.1,7174.033,36.55,4305.7334,193.86667
7174.033,36.55,4305.7334,193.86667,1517.2666
36.55,4305.7334,193.86667,1517.2666,671.80005
4305.7334,193.86667,1517.2666,671.80005,1285.7334
193.86667,1517.2666,671.80005,1285.7334,263.68332
21.766666,129.65001,2485.4165,5483.6167,211.88335
129.65001,2485.4165,5483.6167,211.88335,70.03333
2485.4165,5483.6167,211.88335,70.03333,5760.15
5483.6167,211.88335,70.03333,5760.15,749.18335
211.88335,70.03333,5760.15,749.18335,178.81668
70.03333,5760.15,749.18335,178.81668,203.28334
5760.15,749.18335,178.81668,203.28334,5135.9497
749.18335,178.81668,203.28334,5135.9497,168.83333
178.81668,203.28334,5135.9497,168.83333,1378.6832
203.28334,5135.9497,168.83333,1378.6832,261.18332
5135.9497,168.83333,1378.6832,261.18332,2491.5166
260.18332,38.333336,173.88335,39.633335,151.56668
38.333336,173.88335,39.633335,151.56668,1093.25
173.88335,39.633335,151.56668,1093.25,868.8667
39.633335,151.56668,1093.25,868.8667,88.41667
151.56668,1093.25,868.8667,88.41667,1079.7167
1093.25,868.8667,88.41667,1079.7167,112.9
868.8667,88.41667,1079.7167,112.9,531.4
88.41667,1079.7167,112.9,531.4,158.35
1079.7167,112.9,531.4,158.35,2896.3833
112.9,531.4,158.35,2896.3833,89.0
531.4,158.35,2896.3833,89.0,1438.4
158.35,2896.3833,89.0,1438.4,386.01666
239.35,1858.5166,138.75002,166.6,60.066673
1858.5166,138.75002,166.6,60.066673,39.216667
138.75002,166.6,60.066673,39.216667,684.3333
166.6,60.066673,39.216667,684.3333,1528.2167
60.066673,39.216667,684.3333,1528.2167,6478.183
39.216667,684.3333,1528.2167,6478.183,7.2
684.3333,1528.2167,6478.183,7.2,655.7
1528.2167,6478.183,7.2,655.7,88.9
6478.183,7.2,655.7,88.9,54.61667
7.2,655.7,88.9,54.61667,200.25
655.7,88.9,54.61667,200.25,100.21667
88.9,54.61667,200.25,100.21667,114.36667
54.61667,200.25,100.21667,114.36667,1600.4666
200.25,100.21667,114.36667,1600.4666,20.466667
100.21667,114.36667,1600.4666,20.466667,296.85
114.36667,1600.4666,20.466667,296.85,2539.25
1600.4666,20.466667,296.85,2539.25,27.3
20.466667,296.85,2539.25,27.3,48.600002
296.85,2539.25,27.3,48.600002,159.86667
2539.25,27.3,48.600002,159.86667,82.78333
27.3,48.600002,159.86667,82.78333,56.45
48.600002,159.86667,82.78333,56.45,52.033333
60.866665,462.23334,172.61668,1099.9666,1452.3666
462.23334,172.61668,1099.9666,1452.3666,405.56665
172.61668,1099.9666,1452.3666,405.56665,145.73334
1099.9666,1452.3666,405.56665,145.73334,97.03333
1452.3666,405.56665,145.73334,97.03333,38.983334
405.56665,145.73334,97.03333,38.983334,91.2
145.73334,97.03333,38.983334,91.2,396.18332
97.03333,38.983334,91.2,396.18332,168.70001
38.983334,91.2,396.18332,168.70001,2263.6501
91.2,396.18332,168.70001,2263.6501,56.38333
396.18332,168.70001,2263.6501,56.38333,56.850002
168.70001,2263.6501,56.38333,56.850002,434.93335
2263.6501,56.38333,56.850002,434.93335,423.94998
56.38333,56.850002,434.93335,423.94998,150.63335
56.850002,434.93335,423.94998,150.63335,32.366665
434.93335,423.94998,150.63335,32.366665,104.48333
423.94998,150.63335,32.366665,104.48333,298.94998
150.63335,32.366665,104.48333,298.94998,57.583336
32.366665,104.48333,298.94998,57.583336,25.633333
104.48333,298.94998,57.583336,25.633333,125.53333
298.94998,57.583336,25.633333,125.53333,9.683333
57.583336,25.633333,125.53333,9.683333,1209.2666
25.633333,125.53333,9.683333,1209.2666,197.13335
125.53333,9.683333,1209.2666,197.13335,920.4
9.683333,1209.2666,197.13335,920.4,193.86667
1209.2666,197.13335,920.4,193.86667,14.283333
197.13335,920.4,193.86667,14.283333,3.9833333
920.4,193.86667,14.283333,3.9833333,179.1
193.86667,14.283333,3.9833333,179.1,168.75
14.283333,3.9833333,179.1,168.75,157.06668
3.9833333,179.1,168.75,157.06668,288.46664
179.1,168.75,157.06668,288.46664,198.41667
168.75,157.06668,288.46664,198.41667,101.03333
157.06668,288.46664,198.41667,101.03333,229.35
288.46664,198.41667,101.03333,229.35,126.733345
198.41667,101.03333,229.35,126.733345,964.86664
370.73334,1057.4333,152.28334,1365.9166,9.3
1057.4333,152.28334,1365.9166,9.3,325.03333
152.28334,1365.9166,9.3,325.03333,1368.4666
1365.9166,9.3,325.03333,1368.4666,1295.2666
9.3,325.03333,1368.4666,1295.2666,189.81668
325.03333,1368.4666,1295.2666,189.81668,344.46664
1368.4666,1295.2666,189.81668,344.46664,430.15
1295.2666,189.81668,344.46664,430.15,734.48334
189.81668,344.46664,430.15,734.48334,167.3
344.46664,430.15,734.48334,167.3,24.9
430.15,734.48334,167.3,24.9,624.7
734.48334,167.3,24.9,624.7,638.0833
167.3,24.9,624.7,638.0833,252.83331
24.9,624.7,638.0833,252.83331,98.183334
624.7,638.0833,252.83331,98.183334,44.783333
638.0833,252.83331,98.183334,44.783333,408.31665
252.83331,98.183334,44.783333,408.31665,153.6
98.183334,44.783333,408.31665,153.6,321.6
44.783333,408.31665,153.6,321.6,901.7667
408.31665,153.6,321.6,901.7667,103.316666
153.6,321.6,901.7667,103.316666,80.25
321.6,901.7667,103.316666,80.25,145.91667
901.7667,103.316666,80.25,145.91667,929.4
103.316666,80.25,145.91667,929.4,123.183334
80.25,145.91667,929.4,123.183334,85.96667
145.91667,929.4,123.183334,85.96667,38.916664
929.4,123.183334,85.96667,38.916664,448.25
123.183334,85.96667,38.916664,448.25,96.583336
85.96667,38.916664,448.25,96.583336,1374.5167
38.916664,448.25,96.583336,1374.5167,135.86667
448.25,96.583336,1374.5167,135.86667,4151.8833
96.583336,1374.5167,135.86667,4151.8833,24.783333
1374.5167,135.86667,4151.8833,24.783333,302.93332
135.86667,4151.8833,24.783333,302.93332,444.96667
4151.8833,24.783333,302.93332,444.96667,1782.2
24.783333,302.93332,444.96667,1782.2,1048.6333
302.93332,444.96667,1782.2,1048.6333,68.28333
444.96667,1782.2,1048.6333,68.28333,118.53333
1782.2,1048.6333,68.28333,118.53333,170.20001
1048.6333,68.28333,118.53333,170.20001,56.36667
68.28333,118.53333,170.20001,56.36667,967.4833
118.53333,170.20001,56.36667,967.4833,980.9499
170.20001,56.36667,967.4833,980.9499,192.05
56.36667,967.4833,980.9499,192.05,221.21667
967.4833,980.9499,192.05,221.21667,1322.6333
149.81668,392.76666,170.8,108.53333,289.1333
392.76666,170.8,108.53333,289.1333,76.73333
170.8,108.53333,289.1333,76.73333,47.05
108.53333,289.1333,76.73333,47.05,261.96667
289.1333,76.73333,47.05,261.96667,69.1
76.73333,47.05,261.96667,69.1,1806.8167
47.05,261.96667,69.1,1806.8167,95.049995
261.96667,69.1,1806.8167,95.049995,57.25
69.1,1806.8167,95.049995,57.25,248.91667
1806.8167,95.049995,57.25,248.91667,15.483334
95.049995,57.25,248.91667,15.483334,997.05
57.25,248.91667,15.483334,997.05,7.766667
248.91667,15.483334,997.05,7.766667,465.0
15.483334,997.05,7.766667,465.0,498.20004
997.05,7.766667,465.0,498.20004,2190.4666
7.766667,465.0,498.20004,2190.4666,88.41667
465.0,498.20004,2190.4666,88.41667,119.81667
498.20004,2190.4666,88.41667,119.81667,1234.2333
2190.4666,88.41667,119.81667,1234.2333,301.31665
88.41667,119.81667,1234.2333,301.31665,106.36667
119.81667,1234.2333,301.31665,106.36667,49.483334
1234.2333,301.31665,106.36667,49.483334,23.366667
301.31665,106.36667,49.483334,23.366667,216.45
106.36667,49.483334,23.366667,216.45,1023.2833
49.483334,23.366667,216.45,1023.2833,626.5167
23.366667,216.45,1023.2833,626.5167,108.75
216.45,1023.2833,626.5167,108.75,159.40001
1023.2833,626.5167,108.75,159.40001,178.55
626.5167,108.75,159.40001,178.55,1170.2833
108.75,159.40001,178.55,1170.2833,1326.3999
159.40001,178.55,1170.2833,1326.3999,33.45
178.55,1170.2833,1326.3999,33.45,156.83334
1170.2833,1326.3999,33.45,156.83334,225.68335
1326.3999,33.45,156.83334,225.68335,113.55
33.45,156.83334,225.68335,113.55,287.43332
156.83334,225.68335,113.55,287.43332,231.5
225.68335,113.55,287.43332,231.5,528.8
