iteration,trainRMSE
0,"[1030.9681240112484, 1029.570172089453, 1030.7587142961, 1029.0695289402006, 1027.647420970042, 1026.9710064654607, 1018.6674513736774, 1023.7639048506395, 1023.2854373587063, 1023.8248517692057]"
100,"[929.9020454233852, 927.8057245261646, 927.5154299948989, 926.0309012912182, 924.7856626690805, 924.1806654794412, 915.715293199102, 920.7472237362592, 920.3544543434331, 920.754718527428]"
200,"[844.0453994063085, 844.0342648845836, 844.0038730477988, 842.7437073799879, 841.7457102189492, 841.2125053172507, 832.7984789104326, 837.6270524251099, 837.365028181012, 837.5930019201123]"
300,"[782.2028501567785, 782.631871462593, 782.5477180388027, 781.6389811034618, 781.0655918796299, 780.6712175567254, 772.83256452816, 777.0657990049561, 777.0175655004999, 776.9707132339005]"
400,"[772.9288112024334, 774.506696732802, 774.5378798045805, 773.9086556447434, 773.5411722153099, 773.312961595278, 765.9197639902965, 769.7576450654674, 769.8677325847956, 769.6398886269452]"
500,"[772.39073861715, 774.1090334897599, 774.087045596247, 773.8448874197807, 773.2608133241507, 773.2030285184859, 765.5040875419303, 769.3067941615939, 770.1544766270372, 769.2316117447139]"
600,"[772.0614106914401, 773.9051485506385, 773.7942852244622, 773.4886523610352, 773.2838450404785, 773.2611683007354, 765.3953377264756, 769.0586249914924, 770.1197401817149, 769.2001781197008]"
700,"[772.8261539288281, 773.5612193981652, 774.0611927575603, 773.5905124995661, 773.4000011517867, 773.3317009124253, 765.482157340376, 769.0201766647756, 770.0438943044555, 769.0274732416156]"
800,"[772.009306440693, 773.0018080608147, 773.5672765804155, 773.333974521221, 773.3032107284563, 773.2664126657359, 765.3406737661643, 768.881140135636, 769.846261099216, 768.8439810260247]"
900,"[772.6168360835932, 772.7099590222334, 772.8898689873755, 773.4023637038604, 773.2573675087195, 773.3326446773829, 765.0129268836238, 768.8326576865518, 769.8057410215547, 768.6195537738378]"
1000,"[772.0237670459854, 772.5166571912939, 772.2999398759646, 773.4671105126675, 773.1067963613613, 773.0133724578518, 764.5230447024645, 769.1081650159844, 769.5693974059834, 768.035319368742]"
1100,"[772.0923687021171, 772.324376831124, 772.1112696486157, 773.4289735168437, 772.9452810204448, 772.756891136345, 764.4724534566948, 769.2115633934714, 769.5110183795553, 767.9302640651828]"
1200,"[772.1941398574602, 772.2832800464788, 772.2256944658898, 773.3205771603493, 772.9974044433837, 772.4939313083173, 764.7796402641864, 768.5153975689465, 769.6210648276368, 767.6619192261481]"
1300,"[772.9292640786344, 772.9410975982473, 772.1380751470132, 773.8685587861569, 773.4212128038861, 772.7322862000932, 763.9686141105536, 769.3575834062386, 769.2212821529736, 767.6986527033872]"
1400,"[772.2307874882894, 772.0321218567728, 771.785507141279, 773.5910572314455, 773.4573382173875, 773.2693046311099, 763.5186396435017, 769.802063539619, 769.8439826121104, 767.6729228784691]"
