iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,830001.44,651608.0,911.04,807.183
5000,510317.84,474109.7,714.33,688.497
10000,472680.34,479204.03,687.4,692.0751
15000,400532.28,545505.44,632.06,738.1219
20000,391218.1,573529.7,625.33,755.9909
25000,342683.3,582093.56,584.71,761.7605
30000,278480.03,606118.75,525.85,777.9319
35000,410759.88,570467.0,640.18,753.9048
40000,377500.47,631916.94,613.59,794.2352
45000,370453.9,607245.94,607.85,777.5077
50000,343610.2,717952.94,584.89,842.3914
55000,384810.28,579889.3,619.32,759.9484
60000,385088.34,638546.25,620.41,794.618
65000,300901.06,696759.6,545.71,830.3128
70000,370613.66,635088.56,607.59,796.7603
75000,497503.4,463283.7,705.27,680.4401
