iteration,trainRMSE
0,"[1977.852989980077, 1976.8607793470903, 1977.046809383059, 1976.262604274071, 1976.361692492644]"
10,"[1974.6840165322876, 1971.91626698461, 1971.4967358539482, 1970.5243770534596, 1970.5340783720576]"
20,"[1969.9627909642386, 1967.6327995243653, 1967.4745720269773, 1966.6118656816163, 1966.655925316248]"
30,"[1965.9210285811048, 1963.707292615634, 1963.6730050565022, 1962.849800818618, 1962.9045188176726]"
40,"[1961.3402557681195, 1959.6690467585715, 1959.6802582582277, 1958.8671045644717, 1958.9215336625373]"
50,"[1956.505630550355, 1955.1779890903438, 1955.2404286242913, 1954.4389595131588, 1954.4930576440995]"
60,"[1951.5262306236436, 1950.3176328311326, 1950.3936267928245, 1949.59898301438, 1949.6518707173423]"
70,"[1946.1395379444484, 1945.0463273364905, 1945.127608683732, 1944.3391425714317, 1944.3905287768168]"
80,"[1940.3063553655193, 1939.2850619516435, 1939.3715334369838, 1938.5897718811812, 1938.6394408272167]"
90,"[1934.2216913374664, 1933.2531852780373, 1933.3384142139332, 1932.5632993104136, 1932.61104321277]"
100,"[1927.5185070895197, 1926.571035161621, 1926.6521508101484, 1925.8843708690592, 1925.929920231276]"
110,"[1920.634838305933, 1919.8214644555785, 1919.9162563022812, 1919.1576510377965, 1919.2011539400955]"
120,"[1913.3820323458428, 1912.592981839361, 1912.6843485449228, 1911.9340658262126, 1911.9750547910808]"
130,"[1905.9591170179956, 1905.2248426133422, 1905.3125675780555, 1904.5707251726876, 1904.6090310466923]"
140,"[1897.746467969008, 1896.996930404755, 1897.0759998800029, 1896.3437730484143, 1896.378981722047]"
150,"[1889.7484106717054, 1889.0284812188108, 1889.1022396143228, 1888.3798515302547, 1888.4119753999266]"
160,"[1881.7546964171806, 1880.7625348062693, 1880.7553175785292, 1880.0339103268268, 1880.0612028486196]"
170,"[1873.2042166413244, 1872.3378028514746, 1872.3668020813357, 1871.662014323411, 1871.6867006614889]"
180,"[1864.7282072261455, 1863.848830990814, 1863.8638574945396, 1863.1700590757391, 1863.1909429516259]"
