523.0,1354.0,84.0,422.0,1472.0,345.0,423.0,512.0,460.0,211.0,
1354.0,84.0,422.0,1472.0,345.0,423.0,512.0,460.0,211.0,110.0,
84.0,422.0,1472.0,345.0,423.0,512.0,460.0,211.0,110.0,1427.0,
422.0,1472.0,345.0,423.0,512.0,460.0,211.0,110.0,1427.0,361.0,
1472.0,345.0,423.0,512.0,460.0,211.0,110.0,1427.0,361.0,1389.0,
345.0,423.0,512.0,460.0,211.0,110.0,1427.0,361.0,1389.0,78.0,
423.0,512.0,460.0,211.0,110.0,1427.0,361.0,1389.0,78.0,108.0,
512.0,460.0,211.0,110.0,1427.0,361.0,1389.0,78.0,108.0,60.0,
460.0,211.0,110.0,1427.0,361.0,1389.0,78.0,108.0,60.0,476.0,
211.0,110.0,1427.0,361.0,1389.0,78.0,108.0,60.0,476.0,218.0,
110.0,1427.0,361.0,1389.0,78.0,108.0,60.0,476.0,218.0,266.0,
1427.0,361.0,1389.0,78.0,108.0,60.0,476.0,218.0,266.0,47.0,
361.0,1389.0,78.0,108.0,60.0,476.0,218.0,266.0,47.0,1053.0,
1389.0,78.0,108.0,60.0,476.0,218.0,266.0,47.0,1053.0,1246.0,
78.0,108.0,60.0,476.0,218.0,266.0,47.0,1053.0,1246.0,180.0,
108.0,60.0,476.0,218.0,266.0,47.0,1053.0,1246.0,180.0,213.0,
60.0,476.0,218.0,266.0,47.0,1053.0,1246.0,180.0,213.0,24.0,
476.0,218.0,266.0,47.0,1053.0,1246.0,180.0,213.0,24.0,1889.0,
218.0,266.0,47.0,1053.0,1246.0,180.0,213.0,24.0,1889.0,43.0,
266.0,47.0,1053.0,1246.0,180.0,213.0,24.0,1889.0,43.0,852.0,
47.0,1053.0,1246.0,180.0,213.0,24.0,1889.0,43.0,852.0,946.0,
1053.0,1246.0,180.0,213.0,24.0,1889.0,43.0,852.0,946.0,1734.0,
1246.0,180.0,213.0,24.0,1889.0,43.0,852.0,946.0,1734.0,1395.0,
180.0,213.0,24.0,1889.0,43.0,852.0,946.0,1734.0,1395.0,702.0,
213.0,24.0,1889.0,43.0,852.0,946.0,1734.0,1395.0,702.0,101.0,
24.0,1889.0,43.0,852.0,946.0,1734.0,1395.0,702.0,101.0,121.0,
1889.0,43.0,852.0,946.0,1734.0,1395.0,702.0,101.0,121.0,821.0,
43.0,852.0,946.0,1734.0,1395.0,702.0,101.0,121.0,821.0,74.0,
852.0,946.0,1734.0,1395.0,702.0,101.0,121.0,821.0,74.0,212.0,
946.0,1734.0,1395.0,702.0,101.0,121.0,821.0,74.0,212.0,2.0,
1734.0,1395.0,702.0,101.0,121.0,821.0,74.0,212.0,2.0,1514.0,
1395.0,702.0,101.0,121.0,821.0,74.0,212.0,2.0,1514.0,599.0,
702.0,101.0,121.0,821.0,74.0,212.0,2.0,1514.0,599.0,600.0,
101.0,121.0,821.0,74.0,212.0,2.0,1514.0,599.0,600.0,247.0,
121.0,821.0,74.0,212.0,2.0,1514.0,599.0,600.0,247.0,1029.0,
821.0,74.0,212.0,2.0,1514.0,599.0,600.0,247.0,1029.0,913.0,
74.0,212.0,2.0,1514.0,599.0,600.0,247.0,1029.0,913.0,205.0,
212.0,2.0,1514.0,599.0,600.0,247.0,1029.0,913.0,205.0,112.0,
2.0,1514.0,599.0,600.0,247.0,1029.0,913.0,205.0,112.0,535.0,
1514.0,599.0,600.0,247.0,1029.0,913.0,205.0,112.0,535.0,705.0,
599.0,600.0,247.0,1029.0,913.0,205.0,112.0,535.0,705.0,104.0,
600.0,247.0,1029.0,913.0,205.0,112.0,535.0,705.0,104.0,63.0,
