iteration,trainRMSE
0,"[1024.2545781506142, 1024.2643488819347, 1029.231715596214, 1029.2398717550232, 1029.7543066638707]"
500,"[1012.8697959913441, 1012.8571894360254, 1017.8148726075865, 1017.8221770803681, 1018.3285437350531]"
1000,"[1001.7770223591498, 1001.7755642642982, 1006.7352892584084, 1006.7428291645659, 1007.2375571409679]"
1500,"[987.5464513740833, 987.5436893776349, 992.5018784809366, 992.5088023918883, 992.9875239310522]"
2000,"[970.337924218584, 970.3335781072346, 975.2874479407052, 975.2935119477987, 975.7515130735316]"
2500,"[950.4480005916879, 950.4386890758208, 955.3832651578049, 955.3881739527467, 955.8201234767307]"
3000,"[928.2744424499781, 928.2588395096479, 933.1869258937314, 933.19041546487, 933.5902307263505]"
3500,"[904.3427945804774, 904.3195327185482, 909.2203891954583, 909.222170762689, 909.5828543422474]"
4000,"[879.3309989608055, 879.298959786446, 884.1571003878934, 884.1568512152024, 884.4703478975106]"
4500,"[854.0999767695549, 854.0568938906962, 858.850320246611, 858.8476641252872, 859.10476032858]"
