iteration,trainRMSE
0,"[910.8676562838962, 910.9318555832093, 910.5531477821883, 910.520521446714, 912.0256485365526]"
1000,"[751.8076719463244, 750.2109384568577, 748.7793138187203, 748.0991692256564, 750.3540623923677]"
2000,"[750.6448922813436, 749.7848175472898, 747.3753929547596, 744.8427731410743, 746.6585319230783]"
3000,"[751.4070881394697, 749.7365729557986, 746.2679781851758, 744.9050975272133, 746.1387687667219]"
4000,"[749.154872412015, 750.3367963942345, 744.9245193796651, 745.265481272605, 743.9957994384732]"
5000,"[750.1660226538777, 750.01019222432, 743.4301874602273, 744.2294371342501, 744.2155170427754]"
6000,"[749.7992955222645, 749.9570185730286, 743.0560267600281, 743.8710313988315, 744.0491775084322]"
7000,"[749.5023217642093, 749.9501217392976, 742.6861751676144, 743.5774800308399, 743.8468064854372]"
8000,"[747.8558624731521, 749.6180903083609, 745.0566027884536, 744.0903331480663, 747.1547124981472]"
9000,"[750.7094906211412, 751.3622300056911, 746.2537114240201, 744.5651635703682, 748.5046632240895]"
