iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,3899900.2,2613581.8,1974.79,1616.6518
10,3877836.5,2595513.0,1969.19,1611.0515
20,3864398.5,2584597.8,1965.78,1607.6589
30,3851327.0,2573657.0,1962.45,1604.2513
40,3835614.2,2560378.0,1958.44,1600.1052
50,3817342.2,2545238.2,1953.76,1595.3643
60,3798461.8,2529469.5,1948.92,1590.4114
70,3775294.0,2510367.5,1942.97,1584.3927
80,3752015.8,2491244.2,1936.96,1578.3446
90,3725914.2,2469642.5,1930.22,1571.4914
100,3698353.8,2447395.0,1923.07,1564.3999
110,3668564.5,2423080.8,1915.32,1556.615
120,3638724.5,2399296.8,1907.51,1548.9586
130,3608279.8,2375004.8,1899.52,1541.0984
140,3576622.2,2349989.5,1891.17,1532.962
150,3545068.2,2325204.5,1882.81,1524.8568
160,3513275.5,2300525.8,1874.35,1516.7437
170,3481343.8,2275926.2,1865.81,1508.6125
180,3449169.0,2251433.0,1857.17,1500.4728
190,3416900.2,2227194.2,1848.46,1492.3745
200,3384713.2,2203382.0,1839.73,1484.3747
210,3352780.0,2180162.2,1831.03,1476.5328
220,3321273.2,2157712.2,1822.41,1468.9112
230,3290372.2,2136215.5,1813.91,1461.5759
240,3260213.8,2115807.0,1805.58,1454.5777
250,3230990.0,2096733.4,1797.47,1448.0065
260,3203070.5,2079248.9,1789.69,1441.9565
270,3176521.0,2063501.0,1782.25,1436.4857
280,3151614.0,2049720.4,1775.25,1431.6813
290,3128537.5,2038117.9,1768.74,1427.6237
300,3107515.2,2028918.5,1762.79,1424.3982
310,3088772.0,2022338.2,1757.46,1422.0868
320,3072552.2,2018637.5,1752.84,1420.7852
330,3059055.2,2017977.9,1748.99,1420.5532
340,3048576.5,2020669.1,1745.99,1421.5003
350,3041380.0,2027035.2,1743.93,1423.738
360,3037712.0,2037235.5,1742.88,1427.3157
370,3037488.2,2040606.6,1742.81,1428.4951
380,3036156.5,2025914.0,1742.43,1423.3412
390,3036466.5,2035546.1,1742.52,1426.7238
400,3035730.0,2035352.8,1742.31,1426.6559
410,3034947.2,2040064.0,1742.08,1428.3059
420,3034393.5,2039961.5,1741.93,1428.2703
430,3034750.5,2032819.0,1742.03,1425.7666
440,3033166.0,2037957.0,1741.58,1427.5689
450,3032271.0,2030533.5,1741.32,1424.9662
460,3038407.5,2022867.9,1743.08,1422.2729
470,3033838.8,2029955.8,1741.77,1424.7629
480,3032297.5,2034452.1,1741.32,1426.3399
490,3031262.8,2034454.0,1741.03,1426.3403
500,3030508.5,2034987.1,1740.81,1426.5267
510,3029904.5,2035625.4,1740.64,1426.7503
520,3027827.8,2035137.6,1740.04,1426.578
530,3026505.5,2036258.1,1739.65,1426.9676
540,3025147.2,2038145.4,1739.26,1427.6277
550,3024193.2,2039775.5,1738.99,1428.1983
560,3023543.5,2038342.4,1738.8,1427.6944
570,3022761.2,2039848.5,1738.58,1428.2202
580,3023037.5,2039094.5,1738.66,1427.9541
590,3020807.0,2044887.6,1738.01,1429.986
600,3021477.8,2045754.8,1738.21,1430.2872
610,3020568.2,2039952.0,1737.94,1428.2526
620,3019905.0,2045027.4,1737.75,1430.0303
630,3022151.8,2044419.2,1738.4,1429.8219
640,3018582.0,2039605.2,1737.37,1428.1245
650,3020206.5,2050407.8,1737.84,1431.912
660,3020031.5,2042250.5,1737.79,1429.053
670,3019284.0,2044366.6,1737.57,1429.7941
680,3018017.0,2046015.8,1737.21,1430.3668
690,3018432.8,2050075.0,1737.33,1431.7926
700,3019221.0,2044413.5,1737.56,1429.8046
710,3015695.8,2048177.1,1736.54,1431.1236
720,3016033.5,2043775.2,1736.64,1429.5837
730,3020200.5,2046729.9,1737.84,1430.6109
740,3018644.5,2054841.2,1737.39,1433.4617
750,3021301.8,2050583.4,1738.16,1431.9739
760,3016919.8,2045756.1,1736.9,1430.2763
770,3015460.0,2046608.0,1736.47,1430.5695
780,3015104.8,2049741.5,1736.37,1431.6697
790,3016484.2,2046345.8,1736.77,1430.475
800,3015046.5,2050997.4,1736.36,1432.1059
810,3017030.2,2047537.8,1736.93,1430.889
820,3018327.8,2057791.2,1737.3,1434.4886
830,3014935.0,2046732.9,1736.32,1430.6155
840,3017779.5,2048344.0,1737.14,1431.1778
850,3018581.5,2059078.5,1737.38,1434.9361
860,3021040.5,2059163.1,1738.09,1434.9639
870,3018010.8,2047179.1,1737.21,1430.7774
880,3016306.2,2038312.4,1736.72,1427.6747
890,3010204.0,2042397.6,1734.96,1429.1039
900,3009928.8,2041490.2,1734.88,1428.7869
910,3021626.8,2036297.0,1738.25,1426.969
920,3016205.8,2052805.4,1736.7,1432.7512
930,3013290.2,2043491.0,1735.85,1429.4821
940,3008142.0,2054071.2,1734.36,1433.1906
950,3015062.8,2057945.5,1736.37,1434.5402
960,3015146.5,2044535.8,1736.39,1429.841
970,3013917.8,2053856.5,1736.04,1433.1034
980,3017600.2,2045705.5,1737.09,1430.2657
990,3013127.0,2047615.0,1735.81,1430.9214
