iteration,trainRMSE
0,"[1024.2041235070808, 1024.2167436231582, 1029.1795438017843, 1029.1869682560266, 1029.7020049086252]"
2500,"[752.2412850173286, 748.6159582136705, 759.1978453588588, 760.0161007155674, 766.8653100459098]"
5000,"[739.0961719672955, 729.8204134007434, 745.6635344050412, 744.0820318185297, 746.0137835448618]"
7500,"[729.2745616198778, 721.1266682366241, 730.6159036435644, 726.2985130455298, 710.5438184850032]"
10000,"[725.4576719861335, 712.8133882937242, 719.1689679831784, 721.7649637894855, 702.6582186121732]"
12500,"[719.8221953297383, 718.4070173073011, 728.0859083505773, 721.9422266223352, 710.9282869008648]"
15000,"[717.9432994993082, 706.2737428107425, 723.219847311888, 710.5500796106655, 688.2972204181117]"
17500,"[714.9232625355783, 712.4248083684125, 707.1949783091391, 700.727724036805, 670.9821373740523]"
20000,"[716.2094931761737, 711.4180865673233, 714.20987976818, 699.9276344947976, 679.3707778338893]"
22500,"[716.3444432956743, 707.3691751943334, 708.1138693852396, 704.3094196531014, 681.1845852427529]"
25000,"[710.3902478989953, 706.0668538492903, 700.0453512115652, 708.4896053510435, 675.1454839068505]"
27500,"[713.0079616041245, 703.2139352741924, 698.1419197290173, 689.605931936417, 664.0711148173782]"
30000,"[717.7599706390132, 711.4585988384483, 717.7210570995721, 736.5417219086506, 703.1197321256809]"
32500,"[710.3821747464933, 702.1001478943034, 697.2811473052883, 699.030160379198, 659.6075127282904]"
35000,"[707.4593843220582, 701.1015865618715, 691.0918804787271, 700.8404132204455, 666.6504205602441]"
37500,"[720.1004152398671, 706.08912774467, 699.3607063465539, 705.050094135678, 677.0062411433354]"
40000,"[719.4759962301334, 710.6241586407255, 705.2593770137402, 722.9401021093515, 697.7639079349465]"
42500,"[711.8704611427903, 702.1146107962771, 693.1225543788653, 701.611743424865, 670.1031181626959]"
45000,"[723.5669694198633, 720.5199777299516, 717.485028060289, 735.6282185463424, 731.1613802016267]"
47500,"[716.8187479244064, 706.581049725088, 710.5588510278872, 721.9614917802639, 685.8365258837243]"
50000,"[715.2392042596725, 701.9505342201616, 708.2039618281509, 716.5900123674128, 689.6339446888137]"
52500,"[716.2010966378774, 697.2058507465412, 699.1307943756603, 697.8708321206244, 661.1122562570919]"
55000,"[722.7699091071751, 710.0189358543781, 711.7305222565006, 717.0213084337665, 691.5795014312565]"
57500,"[718.6212151610606, 709.5558636630415, 709.1557378432648, 705.6211618151902, 691.0635871172186]"
60000,"[713.0631261810933, 700.3660980348648, 692.5209958814505, 694.5996490971373, 655.9496529856981]"
62500,"[716.5251125532933, 706.0846612002157, 699.923089556272, 721.1255023415642, 688.789734429152]"
65000,"[717.7807516668782, 706.8421023055674, 698.8241040835677, 692.6564981030133, 660.9057902279824]"
67500,"[724.4404411524027, 713.1541798891895, 725.4712966348269, 708.2458772963854, 694.3001853057439]"
70000,"[723.4724812736483, 709.9307704291417, 711.6122483049277, 720.27474636561, 695.1331989875608]"
72500,"[731.092821858583, 722.8685126984141, 729.6797599794359, 728.6010700079075, 719.9652743324833]"
75000,"[718.2356886105814, 706.5146524975712, 701.8858594507487, 716.326891923967, 678.9025109377657]"
77500,"[726.0784785905247, 723.2408717452477, 718.777984471244, 711.7002263107593, 702.4907859007994]"
80000,"[722.4012905042816, 721.310018665372, 716.0685608178463, 726.2706958586962, 698.14735168437]"
82500,"[715.1910495321714, 704.93318282625, 709.4394873576213, 708.7851186911672, 679.3095251063239]"
85000,"[725.6994914928398, 715.9582331320154, 729.1451056535462, 724.884806366083, 700.8291753821679]"
87500,"[707.4285570288226, 706.4462475231243, 709.664434164089, 713.38539878773, 668.9789901441741]"
