3471.2666,1145.5167,4931.0005,2097.4165,112.11667,3333.9333,65.03333,4931.0005,70.8,272.43335,4931.0005,45.899998,66.9,90.28333,339.33334
1145.5167,4931.0005,2097.4165,112.11667,3333.9333,65.03333,4931.0005,70.8,272.43335,4931.0005,45.899998,66.9,90.28333,339.33334,86.9
4931.0005,2097.4165,112.11667,3333.9333,65.03333,4931.0005,70.8,272.43335,4931.0005,45.899998,66.9,90.28333,339.33334,86.9,54.899998
2097.4165,112.11667,3333.9333,65.03333,4931.0005,70.8,272.43335,4931.0005,45.899998,66.9,90.28333,339.33334,86.9,54.899998,125.45
112.11667,3333.9333,65.03333,4931.0005,70.8,272.43335,4931.0005,45.899998,66.9,90.28333,339.33334,86.9,54.899998,125.45,601.3667
3333.9333,65.03333,4931.0005,70.8,272.43335,4931.0005,45.899998,66.9,90.28333,339.33334,86.9,54.899998,125.45,601.3667,875.0
65.03333,4931.0005,70.8,272.43335,4931.0005,45.899998,66.9,90.28333,339.33334,86.9,54.899998,125.45,601.3667,875.0,1335.2001
4931.0005,70.8,272.43335,4931.0005,45.899998,66.9,90.28333,339.33334,86.9,54.899998,125.45,601.3667,875.0,1335.2001,257.46667
70.8,272.43335,4931.0005,45.899998,66.9,90.28333,339.33334,86.9,54.899998,125.45,601.3667,875.0,1335.2001,257.46667,4931.0005
272.43335,4931.0005,45.899998,66.9,90.28333,339.33334,86.9,54.899998,125.45,601.3667,875.0,1335.2001,257.46667,4931.0005,189.05
4931.0005,45.899998,66.9,90.28333,339.33334,86.9,54.899998,125.45,601.3667,875.0,1335.2001,257.46667,4931.0005,189.05,54.899998
45.899998,66.9,90.28333,339.33334,86.9,54.899998,125.45,601.3667,875.0,1335.2001,257.46667,4931.0005,189.05,54.899998,67.53333
66.9,90.28333,339.33334,86.9,54.899998,125.45,601.3667,875.0,1335.2001,257.46667,4931.0005,189.05,54.899998,67.53333,1234.7001
90.28333,339.33334,86.9,54.899998,125.45,601.3667,875.0,1335.2001,257.46667,4931.0005,189.05,54.899998,67.53333,1234.7001,3.2666667
339.33334,86.9,54.899998,125.45,601.3667,875.0,1335.2001,257.46667,4931.0005,189.05,54.899998,67.53333,1234.7001,3.2666667,79.850006
