iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,1054838.4,1233919.0,1027.05,1110.8132
2500,595752.94,723678.8,771.85,850.6814
5000,594456.1,726053.7,771.01,852.0831
7500,585376.25,732062.8,765.09,855.6008
10000,580920.7,728072.75,762.18,853.2555
12500,572828.8,740274.4,756.84,860.3686
15000,565627.1,746449.9,752.06,863.9361
17500,556485.06,760295.8,745.93,871.8811
20000,551546.0,768347.44,742.57,876.513
22500,588338.8,725190.25,767.02,851.5738
25000,582953.06,734132.7,763.5,856.7924
27500,580917.6,728074.25,762.16,853.2634
30000,579999.2,732275.6,761.55,855.7106
32500,573254.44,738503.94,757.11,859.3484
35000,575341.3,737197.6,758.46,858.5549
37500,569799.56,732491.06,754.78,855.8102
40000,565750.25,743876.5,752.07,862.3965
42500,563447.25,748508.3,750.49,865.0609
45000,567773.0,755943.94,753.41,869.2215
47500,565394.56,773823.94,751.82,879.5645
50000,584997.7,721907.2,764.78,849.6346
52500,578124.0,763067.6,760.3,873.254
55000,564420.75,768145.06,751.23,876.1739
57500,558069.3,778933.3,746.98,882.4169
60000,552077.56,792266.9,742.95,889.938
62500,545944.44,795789.06,738.76,891.8715
65000,545098.7,811104.44,738.17,900.4122
67500,546933.94,806204.75,739.43,897.6103
