iteration,trainRMSE
0,"[905.1592277401672, 905.2111470274555, 908.12453602675, 908.6902507005552, 908.6913777074083, 910.2980992333675, 908.6937809458434, 907.6779091798505, 907.7202193969788, 909.3065028266237]"
100,"[904.2786908007031, 900.6241485693273, 901.4618319990814, 901.8044980513417, 901.770757108992, 903.3551498838858, 901.7581911786182, 900.7578160941787, 900.7983793669325, 902.3718932995691]"
200,"[900.4956798379849, 885.3234351756995, 886.7415825476403, 887.0878617180086, 887.0616340615755, 888.6163386217958, 887.0408127665581, 886.0755180540906, 886.111606841551, 887.6495486080998]"
300,"[895.0731447770713, 864.0047768883242, 866.1306826551279, 866.5359668272584, 866.5252650542026, 868.0295069537901, 866.4876366360862, 865.5773456912157, 865.6068539220425, 867.0904733379454]"
400,"[887.8313058684187, 839.6563606013146, 841.5633745979605, 841.884006504812, 841.8695563944495, 843.2968650007787, 841.8045375613592, 840.9720652107266, 840.9924890885376, 842.3978167123944]"
500,"[878.7189492360167, 812.8712350599927, 814.532429511592, 814.7552953368686, 814.7380390549167, 816.0569111930114, 814.6372077627489, 813.9119304316595, 813.9201818557174, 815.2150438575136]"
600,"[867.8850759982897, 786.751352138587, 788.2082865662567, 788.3221514725691, 788.3035956475263, 789.4750057373057, 788.1582907506478, 787.574778436977, 787.5674928564745, 788.7122084760335]"
700,"[842.1075207517396, 764.839790696774, 766.5020381665977, 766.5597192351453, 766.5505210260492, 767.5291699228292, 766.3539351114973, 765.9509462465617, 765.9247075846077, 766.8722789059093]"
800,"[801.1160846457603, 752.8980299326003, 754.588225582082, 754.5309366545742, 754.5252340716559, 755.2734556843689, 754.2733129382234, 754.0775538081499, 754.0305803715356, 754.744280463556]"
900,"[766.0168510056446, 751.6370645077969, 753.1987156178886, 753.0174939568525, 753.0327986209617, 753.6721391640842, 752.7610424578255, 752.6641207531151, 752.6077193118618, 753.2057950694366]"
1000,"[761.3725380141897, 751.4388207427992, 753.1397246088593, 753.0360033061148, 753.0343220151328, 753.6660759180953, 752.7563327359393, 752.662465450979, 752.6052341488037, 753.2045527288086]"
1100,"[757.6840588825091, 751.4434728388267, 753.1372956000965, 753.0346582728251, 753.0328924931825, 753.6631695556484, 752.7548427563244, 752.66272641515, 752.6045390311328, 753.202941848957]"
1200,"[752.70695490558, 751.3459749445793, 752.5709540726561, 752.6355638949165, 753.0676407855542, 753.0397786408507, 752.4090923446323, 753.1439281610334, 752.3357954235217, 753.0021128626333]"
1300,"[751.2705207998425, 751.0533486923308, 752.3643822681026, 752.1589265461625, 752.414845591379, 752.7066338053819, 752.3247078348501, 752.715241477593, 752.1633473392275, 752.70974389841]"
1400,"[751.2517137466035, 751.0102396536815, 752.3057419758561, 752.1041534538487, 752.3565949620183, 752.6774239115239, 752.2995034884137, 752.5888157845925, 752.1662830514744, 752.6958359613534]"
1500,"[751.3469888663196, 750.764574591598, 752.0714121766589, 751.9902491112822, 752.2416164757595, 752.73693760288, 752.3672888853517, 752.3076795676193, 752.1216799044328, 752.6208024515345]"
1600,"[751.272895868311, 750.7362441637147, 752.0007006045666, 751.9810289425809, 752.2213067032507, 752.7969557000979, 752.3758493986928, 752.188528546675, 752.040094997477, 752.602173731848]"
1700,"[751.2378589749482, 750.7342987779093, 751.9725665614728, 751.9721980603528, 752.228716886338, 752.8432291555919, 752.3683972502123, 752.0846963064546, 752.0554414632036, 752.5767360041352]"
1800,"[751.232896870933, 750.7080942441792, 751.9509408182713, 751.9511423260284, 752.2158984065046, 752.8555498826987, 752.3750663777689, 752.0527605916784, 752.0648878354572, 752.5603411835976]"
1900,"[751.2210949307381, 750.7137037740108, 751.9654102395784, 751.9656975617622, 752.2232998230394, 752.8206955446301, 752.3651116278197, 752.0636732032623, 752.0574253356286, 752.5514774319585]"
2000,"[751.1321901336842, 750.8803781132368, 751.6223603881571, 751.5313095676565, 751.7753806057975, 752.4428831024513, 752.3289893341696, 752.0005772693157, 751.7992118929003, 752.3128321002587]"
2100,"[751.1807274649673, 750.7876670175284, 751.6542350894437, 751.4547763289182, 751.7612983874517, 752.4871933756204, 752.3227321341515, 751.9916340836245, 751.6949321354865, 752.256806347743]"
2200,"[751.1661095530046, 750.8027391050052, 751.5592690060228, 751.4087878654466, 751.7444647066499, 752.4658792665667, 752.3329797324352, 752.0070913479943, 751.6939254436413, 752.2551258846181]"
2300,"[751.1813072736353, 750.717702160044, 751.592612084714, 751.3950653940079, 751.7524944551028, 752.4805936430538, 752.2859403021704, 751.9765309884342, 751.6411823947702, 752.2590435739772]"
2400,"[751.1631840962887, 750.7646267271849, 751.5133213235038, 751.3769949524396, 751.7314145486245, 752.4666191467057, 752.3466773569118, 752.0237563432362, 751.6869347813915, 752.2306125026237]"
2500,"[751.1826644929131, 750.7000163388979, 751.5480756936088, 751.3724006407068, 751.7536733636636, 752.4716163741036, 752.275090418282, 751.9363113400888, 751.6285128873068, 752.2662557456039]"
2600,"[751.182581541503, 750.6839275998261, 751.5223064592745, 751.3637763353987, 751.768880441934, 752.481117988371, 752.2579026179297, 751.9199600605818, 751.6212467906281, 752.271598443687]"
2700,"[751.1685050291451, 750.7363714477891, 751.4298592517277, 751.3594344188025, 751.7785040690471, 752.4731304292563, 752.3067387586632, 751.9426402294631, 751.6529079402384, 752.2125890974075]"
2800,"[751.1850789242033, 750.6837366218041, 751.4458854663496, 751.3382114472381, 751.8122104494824, 752.4802074648604, 752.2269362954853, 751.8324581548128, 751.607074434103, 752.2559146789154]"
2900,"[751.1961970270394, 750.6811336404098, 751.3982107171148, 751.3429116297867, 751.8867116978405, 752.4827298019266, 752.1669545663365, 751.8078861258512, 751.5787084377214, 752.2550735963131]"
