iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,824389.8,676954.1,907.96,822.7723
100,813421.4,666122.9,901.9,816.1615
200,788953.1,642269.0,888.22,801.4002
300,755421.5,609711.1,869.11,780.7754
400,716293.2,571902.8,846.23,756.0808
500,674307.2,531600.5,820.94,728.7956
600,634342.2,493683.53,796.1,702.1348
700,599468.75,460938.03,773.92,678.504
800,576287.75,441050.38,759.01,663.9481
900,568806.25,435451.56,754.18,659.8729
1000,568058.8,434734.78,753.69,659.337
1100,567497.94,434232.53,753.32,658.9597
1200,566447.5,433620.75,752.63,658.4971
1300,565788.75,434038.84,752.19,658.8115
1400,565724.56,433978.28,752.15,658.7659
1500,565591.25,434068.84,752.06,658.8344
1600,565538.06,433942.88,752.02,658.7392
1700,565516.75,433948.4,752.01,658.7433
1800,565500.56,433945.53,752.0,658.7414
1900,565497.7,433935.4,751.99,658.7336
2000,565178.5,433971.5,751.78,658.7604
2100,565143.56,434098.72,751.76,658.8568
2200,565120.0,434217.44,751.74,658.9463
2300,565096.94,434248.03,751.73,658.9694
2400,565100.25,434277.25,751.73,658.9913
2500,565074.6,434279.38,751.71,658.9929
2600,565065.56,434263.97,751.71,658.9814
2700,565063.56,434275.84,751.71,658.9901
2800,565034.4,434311.88,751.69,659.0174
2900,565023.9,434337.34,751.68,659.037
