iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,1055324.2,1234945.8,1027.29,1111.2747
2500,593084.4,723369.0,770.11,850.499
5000,590143.1,723846.4,768.2,850.7807
7500,589788.0,723964.0,767.96,850.8533
10000,582257.06,733552.94,763.05,856.4651
12500,572950.25,738532.75,756.93,859.3256
15000,565868.7,749891.3,752.24,865.9348
17500,560943.44,766023.56,748.96,875.186
20000,555791.4,771372.7,745.51,878.1995
22500,555724.2,765744.4,745.46,874.9962
25000,553652.1,771514.8,744.07,878.3112
27500,544426.0,779470.9,737.83,882.8244
30000,559171.1,786516.7,747.76,886.774
32500,549109.3,780497.8,741.0,883.4203
35000,547591.5,777301.06,739.96,881.6226
37500,542247.7,777436.5,736.35,881.6763
40000,552652.7,781811.3,743.4,884.1714
42500,544139.94,790270.8,737.63,888.92
45000,537182.56,779744.7,732.89,883.0025
47500,541666.44,785855.8,735.9,886.4539
50000,533158.06,792294.8,730.13,890.0582
52500,591572.0,725515.5,769.12,851.7359
55000,593451.4,728577.25,770.35,853.5275
57500,582818.3,731725.56,763.38,855.3639
60000,588543.1,718030.8,767.13,847.3473
62500,619704.0,740354.7,787.2,860.4242
65000,685819.0,822905.6,822.25,901.5613
67500,588358.4,731283.8,767.01,855.1353
70000,588774.94,728631.0,767.29,853.5873
72500,586719.1,731324.3,765.95,855.1528
75000,586798.4,728645.2,766.01,853.5821
77500,589767.56,725824.0,767.94,851.9349
