iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,629663.5,626933.1,793.51,791.791
2500,443018.84,442124.38,665.59,664.9205
5000,433022.6,446184.34,658.03,667.9679
7500,432306.97,450216.7,657.48,670.9799
10000,426719.8,452945.9,653.2,673.0097
12500,430819.72,449382.1,656.35,670.3509
15000,429590.56,451811.8,655.4,672.1395
17500,437255.6,448615.28,661.22,669.7802
20000,429775.66,459043.03,655.5,677.5026
22500,418454.47,459830.56,646.78,678.0096
25000,423364.62,458653.7,650.59,677.2261
27500,426575.44,455161.75,653.07,674.5909
30000,413429.2,464525.4,642.86,681.4778
32500,436348.72,452308.78,660.54,672.4835
35000,432671.62,441006.75,657.75,664.0562
37500,442258.4,444807.88,665.01,666.9197
40000,433273.03,442762.6,658.22,665.3726
42500,429645.12,442052.94,655.45,664.8277
45000,443126.03,442751.22,665.65,665.3803
47500,485932.28,454979.75,697.0,674.443
