iteration,trainRMSE
0,"[793.2854545038988, 793.2902778331215, 793.3416166063483, 793.3550723740642, 794.2937183097781]"
2500,"[667.8389812547038, 667.6154828110224, 666.1227257853742, 663.5047343044779, 662.8815850156172]"
5000,"[664.8587065416675, 661.7993899037115, 655.5620281162845, 652.4137799183685, 655.504678333366]"
7500,"[664.6967909078246, 660.1064555505825, 655.6771974716653, 651.5527957788341, 655.387595399026]"
10000,"[663.6898959416397, 658.0815176877387, 650.6093962666341, 643.4789438188228, 650.1382889667711]"
12500,"[664.3335229244417, 659.5616980775801, 650.7425203215525, 651.0935099059091, 656.0055006394042]"
15000,"[665.1417317357586, 661.7446423455233, 650.999800463781, 647.9450950234644, 651.1476637464656]"
17500,"[669.4414982643194, 664.2012420376756, 653.4025390630171, 655.2090146103623, 663.8700973549752]"
20000,"[671.2164944067416, 662.2301674721593, 647.1705423854648, 645.4620917619503, 651.4131466536669]"
22500,"[664.8730791187982, 655.2862532717567, 642.1173956113427, 635.3686083400547, 636.2389935015302]"
25000,"[665.1349589734821, 657.9769447006115, 642.6401934166753, 639.2459593155165, 647.9621812825302]"
27500,"[667.2368034849138, 658.1548600066025, 646.5640401137878, 643.7339429800805, 649.6583116082296]"
30000,"[662.8913132242667, 651.0470495562869, 639.4539499943133, 630.6207485518048, 630.2890928596726]"
32500,"[664.1772544979673, 668.6384695141792, 662.3993525013299, 652.9830572210208, 654.4907829789421]"
35000,"[665.3369548283544, 661.5319295864837, 658.2653490683322, 649.5138826313473, 654.1115844190197]"
37500,"[671.878647723908, 663.9339785482482, 666.2383642271128, 665.0283791519246, 657.9571855185314]"
40000,"[663.2724024598992, 659.2487393526801, 659.728028070442, 654.4209318065858, 654.4405870458942]"
42500,"[660.5549753765921, 657.9201993815509, 657.6529092463857, 653.7542200948077, 647.3811538734857]"
45000,"[665.900948075679, 670.647747367462, 656.6596317393012, 669.6511474214822, 665.4096501592489]"
47500,"[718.2900248541075, 696.2099831234575, 688.6309174348424, 689.4329521773974, 692.4209269099746]"
