iteration,trainRMSE
0,"[903.8421495865765, 904.3978894199055, 907.3573443195338, 907.9960999418646, 908.0587401143323, 909.7110008496016, 908.1445805249556, 907.1542960574469, 907.2168176186099, 908.8328969972645]"
10,"[896.2558744464626, 894.1315124153439, 896.6022761110324, 897.0308608227692, 897.0089388041075, 898.5993911022607, 897.0107758978729, 896.0135285525434, 896.0442478745738, 897.5950461846897]"
20,"[889.0646063039557, 887.9935710260042, 890.6689613447365, 891.1734775051193, 891.1719310906487, 892.7417677550501, 891.1753185802245, 890.2011131396725, 890.2432241131818, 891.8117281919499]"
30,"[884.0055515913712, 883.072226668984, 885.7877272545752, 886.2924471486403, 886.2904758884378, 887.8469914327399, 886.2731425616143, 885.3098222211139, 885.3456175560494, 886.881556358235]"
40,"[878.6992899411363, 877.5400567670277, 880.2067101411316, 880.6957831138952, 880.6932309549021, 882.236006987837, 880.6706855365755, 879.7216698484826, 879.7557466810526, 881.2776393461938]"
50,"[873.3699547298577, 872.2514655020838, 874.9170148401054, 875.39694579314, 875.3945193807448, 876.92382084563, 875.366977973518, 874.4320091550386, 874.4644102933545, 875.9724537817925]"
60,"[867.4143900139068, 866.6357037437227, 869.3354456986913, 869.8111078122316, 869.8096166751222, 871.3242043018862, 869.7767636826246, 868.8571570300351, 868.8877331083855, 870.3805607195505]"
70,"[861.2960963868433, 860.7441077607953, 863.4595555636964, 863.9274178036512, 863.9265094200173, 865.4248196137805, 863.8878161142271, 862.9850670746445, 863.0136518955925, 864.4897114385144]"
80,"[855.1377449264738, 854.6248627917719, 857.3240123817474, 857.7788442348176, 857.7779320666001, 859.2582771262594, 857.7328143034554, 856.8484658812779, 856.8748883824321, 858.3325449387163]"
90,"[848.7013858975971, 848.2654313402616, 850.9541503059824, 851.3955796654202, 851.394813986029, 852.8555154339884, 851.342802611028, 850.4784823546576, 850.5025661035112, 851.9400808686091]"
100,"[842.1773698486011, 841.7244091107145, 844.3867095067084, 844.8112908786605, 844.8103546575538, 846.2495515139279, 844.7508810920064, 843.9083201444746, 843.9298742129102, 845.3453951915088]"
110,"[835.3563769340169, 835.0107244632676, 837.6539874439732, 838.0619269582054, 838.0610122883076, 839.4767660454011, 837.9935510703912, 837.1745570095895, 837.1934030136998, 838.58495552691]"
120,"[827.8077637700953, 827.5493759694373, 830.1822461745783, 830.572776700352, 830.5721770600271, 831.9601156479727, 830.4954737515909, 829.7043084887615, 829.7199731626681, 831.0830321300712]"
130,"[820.7823326804053, 820.503118849543, 823.0992777192066, 823.4683440206659, 823.4675400927721, 824.826934583696, 823.3814808672996, 822.6185932667994, 822.6310535858688, 823.9649752256812]"
140,"[813.7149784929494, 813.4225578997301, 815.9789857145837, 816.3250049944812, 816.3240115362289, 817.652346411835, 816.2279834703339, 815.4956248178624, 815.504653668792, 816.8068881590931]"
150,"[806.6791432687947, 806.3865442858687, 808.9001778011753, 809.2216169271095, 809.2204204367716, 810.5151146761568, 809.1138276006956, 808.4142800709546, 808.4196547499429, 809.6875962817876]"
160,"[799.7128258303301, 799.4561578815346, 801.9244413087639, 802.2197295270583, 802.2183375652498, 803.4766874909051, 802.1005844512409, 801.4362198956411, 801.4377137832025, 802.6686168428229]"
170,"[792.3731707363374, 792.065725242857, 794.4896236203864, 794.7553697882192, 794.7538998058474, 795.9692311030991, 794.6233042036764, 794.0002166915738, 793.9972030270933, 795.1842925841801]"
180,"[785.6092303326756, 785.541527621497, 787.9457477734918, 788.1875012195634, 788.1865588678883, 789.3595472086903, 788.0437112928354, 787.4609840642901, 787.453612951395, 788.5975186253223]"
190,"[779.1045700813471, 779.0386151925502, 781.3863554417247, 781.5953841991211, 781.5943117829906, 782.7190783705097, 781.4377956230569, 780.9004978351073, 780.8882748094823, 781.9831556880564]"
200,"[773.1477561373982, 773.0900222483967, 775.374950645533, 775.5498270308918, 775.5485642175826, 776.6224468702009, 775.378031996159, 774.8882393313452, 774.8710047288456, 775.9141921357767]"
210,"[767.6760411247626, 767.6482611739764, 769.8672972614127, 770.0065528243892, 770.005173530915, 771.0244453797995, 769.8200577709869, 769.3807621135223, 769.3582652316846, 770.3460105166519]"
220,"[762.8674412856192, 762.8368557827456, 764.9800379609045, 765.0811463012598, 765.0795468275367, 766.0405868541587, 764.8793424605849, 764.493352965354, 764.4653726460056, 765.3940638378883]"
230,"[758.7746913381435, 758.7446596810055, 760.8062554513634, 760.8674435918977, 760.8656161751205, 761.7647952483941, 760.6498939193024, 760.3199681879377, 760.2862981933623, 761.1523117792402]"
