0,lstm,10,3,0.01,10,AD,sigmoid,0.3070216476917267,0.27615824341773987,0.014999999664723873,0.013000000268220901,0.0020000000949949026,0.0020000000949949026,0.0017999999690800905,0.00019999999494757503,0.0003000000142492354,0.28099575638771057,0.014999999664723873,0.020999999716877937,0.0020000000949949026,0.004000000189989805,0.0027000000700354576,0.0003000000142492354,0.0005000000237487257
50,lstm,10,3,0.01,10,AD,sigmoid,0.007652506697922945,0.006834350060671568,0.0,0.0010000000474974513,0.0,0.0,9.999999747378752e-05,0.0,0.0,0.01459321565926075,0.0,0.0010000000474974513,0.0010000000474974513,0.0,9.999999747378752e-05,9.999999747378752e-05,0.0
100,lstm,10,3,0.01,10,AD,sigmoid,0.007654051296412945,0.006851241923868656,0.0,0.0010000000474974513,0.0,0.0,9.999999747378752e-05,0.0,0.0,0.014623953960835934,0.0,0.0010000000474974513,0.0,0.0,9.999999747378752e-05,9.999999747378752e-05,0.0
150,lstm,10,3,0.01,10,AD,sigmoid,0.007651165127754211,0.006841170135885477,0.0,0.0010000000474974513,0.0,0.0,9.999999747378752e-05,0.0,0.0,0.014606800861656666,0.0,0.0010000000474974513,0.0,0.0,9.999999747378752e-05,9.999999747378752e-05,0.0
200,lstm,10,3,0.01,10,AD,sigmoid,0.007650912739336491,0.006838720757514238,0.0,0.0010000000474974513,0.0,0.0,9.999999747378752e-05,0.0,0.0,0.014602159149944782,0.0,0.0010000000474974513,0.0,0.0,9.999999747378752e-05,9.999999747378752e-05,0.0
250,lstm,10,3,0.01,10,AD,sigmoid,0.00765087129548192,0.006838405039161444,0.0,0.0010000000474974513,0.0,0.0,9.999999747378752e-05,0.0,0.0,0.014601501636207104,0.0,0.0010000000474974513,0.0,0.0,9.999999747378752e-05,9.999999747378752e-05,0.0
300,lstm,10,3,0.01,10,AD,sigmoid,0.0076508354395627975,0.006838412489742041,0.0,0.0010000000474974513,0.0,0.0,9.999999747378752e-05,0.0,0.0,0.014601480215787888,0.0,0.0010000000474974513,0.0,0.0,9.999999747378752e-05,9.999999747378752e-05,0.0
350,lstm,10,3,0.01,10,AD,sigmoid,0.007650801911950111,0.00683843856677413,0.0,0.0010000000474974513,0.0,0.0,9.999999747378752e-05,0.0,0.0,0.014601491391658783,0.0,0.0010000000474974513,0.0,0.0,9.999999747378752e-05,9.999999747378752e-05,0.0
400,lstm,10,3,0.01,10,AD,sigmoid,0.007650770712643862,0.0068384683690965176,0.0,0.0010000000474974513,0.0,0.0,9.999999747378752e-05,0.0,0.0,0.014601505361497402,0.0,0.0010000000474974513,0.0,0.0,9.999999747378752e-05,9.999999747378752e-05,0.0
450,lstm,10,3,0.01,10,AD,sigmoid,0.007650741841644049,0.006838494446128607,0.0,0.0010000000474974513,0.0,0.0,9.999999747378752e-05,0.0,0.0,0.014601516537368298,0.0,0.0010000000474974513,0.0,0.0,9.999999747378752e-05,9.999999747378752e-05,0.0
500,lstm,10,3,0.01,10,AD,sigmoid,0.007650714833289385,0.006838521454483271,0.0,0.0010000000474974513,0.0,0.0,9.999999747378752e-05,0.0,0.0,0.01460153516381979,0.0,0.0010000000474974513,0.0,0.0,9.999999747378752e-05,9.999999747378752e-05,0.0
550,lstm,10,3,0.01,10,AD,sigmoid,0.00765068968757987,0.0068385484628379345,0.0,0.0010000000474974513,0.0,0.0,9.999999747378752e-05,0.0,0.0,0.014601544477045536,0.0,0.0010000000474974513,0.0,0.0,9.999999747378752e-05,9.999999747378752e-05,0.0
600,lstm,10,3,0.01,10,AD,sigmoid,0.007650666404515505,0.006838573608547449,0.0,0.0010000000474974513,0.0,0.0,9.999999747378752e-05,0.0,0.0,0.014601560309529305,0.0,0.0010000000474974513,0.0,0.0,9.999999747378752e-05,9.999999747378752e-05,0.0
650,lstm,10,3,0.01,10,AD,sigmoid,0.007650644052773714,0.0068385968916118145,0.0,0.0010000000474974513,0.0,0.0,9.999999747378752e-05,0.0,0.0,0.014601572416722775,0.0,0.0010000000474974513,0.0,0.0,9.999999747378752e-05,9.999999747378752e-05,0.0
700,lstm,10,3,0.01,10,AD,sigmoid,0.007650622632354498,0.006838618312031031,0.0,0.0,0.0,0.0,9.999999747378752e-05,0.0,0.0,0.014601585455238819,0.0,0.0010000000474974513,0.0,0.0,9.999999747378752e-05,9.999999747378752e-05,0.0
750,lstm,10,3,0.01,10,AD,sigmoid,0.007650602143257856,0.006838640663772821,0.0,0.0,0.0,0.0,9.999999747378752e-05,0.0,0.0,0.014601592905819416,0.0,0.0010000000474974513,0.0,0.0,9.999999747378752e-05,9.999999747378752e-05,0.0
