iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,7326825.0,10928864.0,2706.81,3305.7353
10,7324903.5,10925820.0,2706.45,3305.275
20,7323388.0,10923249.0,2706.18,3304.8859
30,7321533.0,10920082.0,2705.83,3304.4061
40,7319289.5,10916282.0,2705.42,3303.8316
50,7316969.0,10912371.0,2704.99,3303.2397
60,7315032.0,10909166.0,2704.63,3302.7543
70,7313364.5,10906320.0,2704.32,3302.3237
80,7311826.5,10903722.0,2704.04,3301.9306
90,7310438.5,10901299.0,2703.78,3301.5637
100,7309033.5,10898919.0,2703.52,3301.2034
110,7307697.0,10896642.0,2703.27,3300.8583
120,7306345.0,10894331.0,2703.02,3300.5089
130,7304957.0,10891962.0,2702.77,3300.1496
140,7303509.0,10889468.0,2702.5,3299.7719
150,7302002.0,10886900.0,2702.22,3299.3827
160,7300544.5,10884396.0,2701.95,3299.0038
170,7299042.0,10881823.0,2701.67,3298.6132
180,7297397.5,10878991.0,2701.37,3298.1838
190,7295791.0,10876259.0,2701.07,3297.7698
200,7294204.5,10873543.0,2700.78,3297.3578
210,7292545.0,10870698.0,2700.47,3296.9266
220,7290570.0,10867237.0,2700.1,3296.4025
230,7288412.5,10863667.0,2699.7,3295.8606
240,7286504.0,10860295.0,2699.35,3295.3486
250,7284691.0,10857184.0,2699.02,3294.877
260,7282748.5,10853851.0,2698.66,3294.3712
270,7280872.0,10850600.0,2698.31,3293.878
280,7278955.0,10847272.0,2697.95,3293.3726
290,7277073.0,10844020.0,2697.6,3292.8789
300,7275165.0,10840717.0,2697.25,3292.3776
310,7273187.0,10837295.0,2696.88,3291.857
320,7271204.5,10833854.0,2696.52,3291.3349
330,7269172.5,10830336.0,2696.14,3290.8004
340,7267085.0,10826700.0,2695.75,3290.2479
350,7264980.0,10823045.0,2695.36,3289.6925
360,7262673.0,10819021.0,2694.93,3289.0811
370,7260514.5,10815256.0,2694.53,3288.5087
380,7258356.5,10811481.0,2694.13,3287.9349
390,7256166.0,10807666.0,2693.73,3287.3547
400,7253959.5,10803801.0,2693.32,3286.7672
410,7251727.0,10799900.0,2692.9,3286.1731
420,7249475.5,10795953.0,2692.48,3285.573
430,7247205.5,10791968.0,2692.06,3284.9665
440,7244906.5,10787933.0,2691.64,3284.3524
450,7242590.5,10783855.0,2691.21,3283.7319
460,7240250.0,10779739.0,2690.77,3283.1048
470,7237891.0,10775580.0,2690.33,3282.4716
480,7235509.5,10771376.0,2689.89,3281.8316
490,7233109.0,10767137.0,2689.44,3281.185
500,7230686.0,10762850.0,2688.99,3280.5317
510,7228238.5,10758521.0,2688.54,3279.8718
520,7225773.5,10754147.0,2688.08,3279.2054
530,7223288.5,10749735.0,2687.62,3278.5325
540,7220785.0,10745279.0,2687.15,3277.8532
550,7218259.0,10740784.0,2686.68,3277.1674
560,7215717.5,10736246.0,2686.21,3276.4752
570,7213153.0,10731668.0,2685.73,3275.7767
580,7210575.0,10727052.0,2685.25,3275.0719
590,7207971.5,10722395.0,2684.77,3274.3608
600,7205350.5,10717695.0,2684.28,3273.6436
610,7202716.0,10712961.0,2683.79,3272.9202
620,7200061.0,10708184.0,2683.29,3272.1907
630,7197392.0,10703371.0,2682.79,3271.4549
640,7194684.0,10698496.0,2682.29,3270.7101
650,7191948.0,10693566.0,2681.78,3269.9559
660,7188519.0,10687398.0,2681.14,3269.0132
670,7185529.5,10681898.0,2680.58,3268.1713
680,7182738.0,10676812.0,2680.06,3267.394
690,7179931.0,10671700.0,2679.54,3266.6116
700,7177113.0,10666556.0,2679.01,3265.8244
710,7174286.0,10661382.0,2678.48,3265.0321
720,7171440.5,10656177.0,2677.95,3264.2348
730,7168588.0,10650937.0,2677.42,3263.4323
740,7165715.0,10645659.0,2676.88,3262.6237
750,7162667.5,10639662.0,2676.31,3261.7046
760,7159159.0,10633575.0,2675.66,3260.7709
770,7156189.5,10628072.0,2675.1,3259.9282
780,7153202.5,10622599.0,2674.55,3259.088
790,7150227.5,10617059.0,2673.99,3258.2383
800,7147237.0,10611488.0,2673.43,3257.3836
810,7142814.5,10603184.0,2672.6,3256.1086
820,7139760.5,10597490.0,2672.03,3255.2339
830,7136693.0,10591691.0,2671.46,3254.3433
840,7133645.5,10585964.0,2670.89,3253.4637
850,7130597.5,10580215.0,2670.32,3252.5803
860,7127548.5,10574447.0,2669.75,3251.6932
870,7124487.0,10568649.0,2669.17,3250.8023
880,7121426.0,10562833.0,2668.6,3249.9074
890,7118356.0,10556992.0,2668.02,3249.0084
900,7115289.0,10551122.0,2667.45,3248.1054
910,7112208.0,10545231.0,2666.87,3247.1983
920,7109122.5,10539311.0,2666.29,3246.287
930,7106036.0,10533370.0,2665.71,3245.3717
940,7102942.5,10527400.0,2665.13,3244.4523
950,7099847.0,10521407.0,2664.55,3243.5289
960,7096744.0,10515393.0,2663.97,3242.6014
970,7093639.0,10509353.0,2663.39,3241.67
980,7090532.0,10503289.0,2662.8,3240.7347
990,7087423.0,10497202.0,2662.22,3239.7954
