iteration,trainRMSE
0,"[1024.2773630788865, 1024.2876919614605, 1029.148998453862, 1029.0382445257248, 1029.4714063814536]"
2500,"[690.9038883271143, 687.302209961815, 697.6875422140552, 679.3364901676008, 686.6708489457383]"
5000,"[615.4748540892715, 618.5882225096384, 605.4837559141931, 602.4957045404942, 590.192092158298]"
7500,"[593.8002753510779, 570.5010470294925, 570.2724809417658, 564.146935934838, 521.8302635613463]"
10000,"[571.1792089138866, 559.0118602807906, 546.3933017860489, 510.394148102621, 457.8719171880554]"
12500,"[560.1628955229771, 534.7935593631779, 510.83240728473424, 493.5000392454522, 462.0761034146359]"
15000,"[553.7031188551537, 520.924264474754, 501.825387784872, 480.38585118620597, 441.5000603711867]"
17500,"[537.5717935583177, 522.6270666087551, 498.94642337704767, 484.14913387335565, 455.8552404543757]"
20000,"[537.3060703648351, 504.0011966622827, 487.8970544994374, 459.29053779071575, 437.1089826860913]"
22500,"[528.4426962432791, 488.79136185856845, 474.3280576271333, 451.6733925721849, 433.9891179703379]"
25000,"[533.0328397479365, 510.4128776479142, 481.80323222780487, 441.9592762630272, 431.96773567081044]"
27500,"[537.7555885877043, 505.3417426982012, 496.83854867876687, 500.1004120912127, 494.87048474181256]"
