iteration,trainRMSE
0,"[1029.904609735848, 1030.7246453789123, 1030.7598262119873, 1029.2016105315947, 1027.7966411494604, 1027.14905362656, 1018.8288774282419, 1023.9114929459546, 1023.4227285307483, 1023.9489046486184]"
100,"[1016.2477304875212, 1000.9664921231156, 1000.0690213155073, 998.4527278936831, 997.0762616515916, 996.4369680566809, 988.0633019888174, 993.1424404178304, 992.6783732431401, 993.1747456628224]"
200,"[996.2874121366389, 962.5117393453411, 961.3559141680709, 959.7468435549029, 958.4261107899559, 957.8020152777121, 949.3712707457985, 954.4336558492292, 954.0046078331053, 954.4538658740308]"
300,"[958.2873227218234, 915.468486453982, 914.7461519636948, 913.2394784037338, 912.0166443980489, 911.4187344740704, 902.9453912553017, 907.960436023071, 907.5834142838992, 907.9629854132273]"
400,"[918.6370594315156, 864.8138751253783, 864.3584041148083, 862.9907343589339, 861.9113054297343, 861.3544530262292, 852.898052416112, 857.8024658827978, 857.5009551981626, 857.7808587563432]"
500,"[862.5935992097222, 817.7187213869876, 817.5937819276866, 816.4343104697462, 815.5621563730074, 815.0685113690857, 806.7700347178908, 811.4491037963419, 811.2522992317057, 811.3956968992081]"
600,"[821.8905116393976, 783.8122427596343, 783.7164067984374, 782.793055345213, 782.202701964574, 781.8025129124542, 773.9315784107015, 778.1931527624829, 778.1367070872154, 778.1003348289141]"
700,"[775.6936802346835, 774.7707341551671, 774.6239137384615, 773.9218135509635, 773.7767524981408, 774.7192603172359, 768.4072043934697, 773.328689878947, 773.764707648613, 773.9008156473323]"
800,"[774.368302403091, 774.6795197615451, 774.619374134972, 773.9208621899036, 773.5945782750753, 773.2871428776028, 765.9937757690425, 769.7775951815191, 769.8467392114352, 769.6521944000269]"
900,"[773.2281925804646, 774.5837336689735, 774.6454609843202, 773.9188355910832, 773.5849966092597, 773.2747597044789, 765.9602757863983, 769.7607474755553, 769.8259778844948, 769.6362445140036]"
1000,"[774.8414583152781, 774.348154884124, 774.5614331810104, 773.932852758032, 773.6131566058029, 773.3084665810777, 766.0311816358693, 769.8021313012878, 769.8762615567675, 769.6697698684608]"
1100,"[773.3515875454527, 774.0143168743232, 774.4810610579449, 773.9458646186158, 773.601503948241, 773.2861621554797, 765.9445641645564, 769.7665148913251, 769.8264861088028, 769.6434365747967]"
1200,"[782.6427412631799, 773.3317833324209, 774.1753605807352, 773.9186619853369, 773.5877114017934, 773.2754508059419, 765.9624474078518, 769.7614719688597, 769.8269489972756, 769.6370109071588]"
1300,"[772.6254495968832, 773.6982571114888, 773.8737784560343, 773.8917582263606, 773.5883393925277, 773.2750565318676, 765.9624674741419, 769.7614959254587, 769.8269928920619, 769.6370374022376]"
1400,"[773.6757548559071, 769.7323958098833, 773.6666065960045, 773.8818380592384, 773.5865264868158, 773.2753714772015, 765.9641263048121, 769.762112325817, 769.8278597125197, 769.6375917317871]"
1500,"[772.4481235732737, 773.0492516392047, 773.604351819793, 773.8944812582193, 773.589261779105, 773.2745722699622, 765.9545267451693, 769.7593979884742, 769.8234903067629, 769.6352882117967]"
1600,"[774.8682614452658, 772.2017444694791, 773.5486205093332, 773.8777467586742, 773.5886467410561, 773.2784991485256, 765.9745517518347, 769.7668012041472, 769.8339234079311, 769.6419386526503]"
1700,"[772.3761350858679, 772.8071950129842, 773.5492221137096, 773.8848698447688, 773.5880368244925, 773.2763998780579, 765.968119653918, 769.7637623118222, 769.8300728243145, 769.6391019227704]"
1800,"[772.0282933628397, 772.7588563890387, 773.4764428146208, 773.916605584907, 773.5990393343375, 773.2788163196069, 765.9464580664433, 769.7609755063254, 769.8227431628198, 769.6374453573952]"
1900,"[770.4512683616053, 771.8860690038258, 774.2911629784136, 773.8973563981853, 773.5951252801345, 773.2753038671949, 765.9517898952143, 769.7592033209521, 769.8226945996615, 769.6352428861483]"
