iteration,trainRMSE
0,"[1030.9681240112484, 1030.6808983683936, 1030.686796091674, 1029.1106237802644, 1027.6987053506875, 1027.0645459680757, 1018.7742708591524, 1023.8772537912118, 1023.402901075561, 1023.9431565172572]"
500,"[1030.965770855294, 1029.935060605048, 1029.3212185692844, 1027.0982480130742, 1025.197523247885, 1024.2254815170913, 1015.7136897729871, 1020.7647175141383, 1020.325680830889, 1020.9199514528632]"
1000,"[1030.256217119127, 1028.9895884878217, 1027.4937510282161, 1024.6149593040395, 1022.5952981059658, 1021.7517699547333, 1013.3675620600168, 1018.4344444151238, 1017.9514173111535, 1018.4806281126953]"
1500,"[1029.4680070395084, 1026.6578809862324, 1024.7060643085915, 1022.3842090692755, 1020.8034213078532, 1020.1140949535477, 1011.7698065865144, 1016.8477154070206, 1016.362568896737, 1016.8844307616675]"
2000,"[1029.0548722069354, 1025.214013941873, 1023.0535412669083, 1020.9744200463033, 1019.4856950891784, 1018.8188000413921, 1010.4762960194355, 1015.554877186969, 1015.0706414617816, 1015.5897451400617]"
2500,"[1028.756908291133, 1024.120893004394, 1021.8010842761819, 1019.8089525478124, 1018.3458301290383, 1017.6860974162706, 1009.3445706597856, 1014.4254160340704, 1013.9440571915554, 1014.4634555877554]"
3000,"[1028.4512400841859, 1022.9912559917302, 1020.5933870955788, 1018.6718219124692, 1017.2254356866425, 1016.5704298061689, 1008.2287241814007, 1013.3103785253165, 1012.830293203054, 1013.3486500274869]"
3500,"[1028.1116980577592, 1021.5269799649225, 1019.3213278680222, 1017.510415174323, 1016.0833572472229, 1015.4324696171192, 1007.08981645692, 1012.1717112663657, 1011.692549057426, 1012.2096345299487]"
4000,"[1027.7167154728313, 1020.2586608903736, 1018.106552695491, 1016.3303342293157, 1014.9095979774195, 1014.2603250551066, 1005.916037365321, 1010.997947718012, 1010.5196638480287, 1011.0354276197421]"
4500,"[1025.9616935560334, 1018.1732934981758, 1016.7923058181323, 1015.1206133132889, 1013.715475636642, 1013.0691389943072, 1004.7232993717332, 1009.8051886960083, 1009.3277936425067, 1009.8422362612786]"
5000,"[1025.342105928723, 1016.724400946174, 1015.5006186472461, 1013.8535018925751, 1012.4540956561613, 1011.8091196314109, 1003.4613182997529, 1008.5431143314761, 1008.066676478395, 1008.5797394993897]"
5500,"[1024.5728459693155, 1015.2397015784079, 1014.1697720137302, 1012.545540614453, 1011.150643475134, 1010.5065851629294, 1002.1566116271041, 1007.2382519545536, 1006.7627948208919, 1007.2744234121667]"
6000,"[1022.4858896687933, 1013.267345856549, 1012.7523774934192, 1011.1951423922528, 1009.8111115056895, 1009.168811479209, 1000.8167289212108, 1005.8982152356997, 1005.4237839576698, 1005.9339504319018]"
6500,"[1021.8224532550564, 1011.807474875696, 1011.3440518323166, 1009.7902870684669, 1008.4084269690944, 1007.7666727352058, 999.4121968289026, 1004.4934798827163, 1004.0201350482188, 1004.5287723498926]"
7000,"[1020.8414416237665, 1010.2471355232029, 1009.8857298288578, 1008.3388373339254, 1006.9597633765028, 1006.3186412870904, 997.9617109175435, 1003.0427690417475, 1002.5705566954157, 1003.0776063030949]"
7500,"[1019.4385468406607, 1008.6029599163593, 1008.3805295623077, 1006.8403708734028, 1005.4641580343527, 1004.8237043287297, 996.4642635695675, 1001.5450763540599, 1001.0740442832637, 1001.5794585526418]"
