Epoch,lossTrain,lossVal,stdDev
0,0.1938246339559555,0.19460907578468323,0.0020000000949949026
5000,0.02276734821498394,0.023581594228744507,0.019999999552965164
10000,0.02195294201374054,0.02410712093114853,0.027000000700354576
15000,0.021741723641753197,0.02410486713051796,0.028999999165534973
20000,0.02125321887433529,0.024664871394634247,0.03700000047683716
25000,0.02032625861465931,0.02508983574807644,0.04399999976158142
30000,0.019638292491436005,0.025647971779108047,0.050999999046325684
35000,0.022333241999149323,0.023931916803121567,0.03200000151991844
40000,0.019944163039326668,0.025112802162766457,0.04500000178813934
45000,0.017888948321342468,0.027665482833981514,0.06700000166893005
50000,0.01614198461174965,0.030055195093154907,0.0820000022649765
55000,0.014541490003466606,0.031246835365891457,0.08900000154972076
60000,0.01313873566687107,0.03332727402448654,0.10000000149011612
65000,0.012013467028737068,0.03508167341351509,0.10700000077486038
70000,0.011684923432767391,0.03633870929479599,0.1120000034570694
75000,0.010195320472121239,0.03764795511960983,0.11999999731779099
80000,0.009337366558611393,0.03909144178032875,0.12800000607967377
85000,0.00866920966655016,0.04110237583518028,0.13699999451637268
90000,0.008044890128076077,0.04239422455430031,0.14000000059604645
95000,0.0074568078853189945,0.04398640990257263,0.14499999582767487
99999,0.006957164034247398,0.04480236396193504,0.14800000190734863
