iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,1054659.1,1234030.8,1026.96,1110.8628
2500,570346.1,758686.9,755.19,870.9384
5000,557476.5,771152.2,746.6,878.1027
7500,532919.1,776758.3,730.01,881.2413
10000,524780.8,795261.44,724.4,891.6215
12500,521520.34,811183.4,722.14,900.5612
15000,508506.3,821628.3,713.05,906.4068
17500,514339.03,823797.7,717.13,907.5852
20000,495121.72,822332.9,703.41,906.7607
22500,491416.6,821134.25,700.82,906.0593
25000,525196.94,829190.75,724.51,910.4826
27500,493401.94,828362.9,702.19,909.9794
30000,502877.6,812768.4,708.94,901.3653
32500,496313.75,830171.6,704.27,911.0061
35000,498610.44,819737.75,705.93,905.2102
37500,507897.84,818008.06,712.58,904.2256
40000,505783.94,801854.06,711.1,895.3354
42500,517980.34,791646.94,719.66,889.624
45000,526616.75,783776.6,725.63,885.2194
47500,496387.5,802111.1,704.45,895.4946
50000,502635.8,804005.3,708.92,896.5244
52500,506228.0,813706.7,711.42,901.9463
55000,525290.1,821718.0,724.72,906.4366
57500,506762.28,806586.1,711.78,897.9862
60000,528767.1,816468.56,727.06,903.4359
62500,560596.4,747286.56,748.72,864.3781
65000,561660.1,748997.94,749.42,865.3563
67500,565911.3,748832.7,752.25,865.3209
