iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,1099216.6,2393994.8,1048.43,1547.254
10,1079941.6,2364365.0,1039.2,1537.6461
20,1062211.8,2337804.5,1030.64,1528.9873
30,1053664.0,2324537.8,1026.48,1524.6433
40,1045297.8,2310918.5,1022.4,1520.1705
50,1037127.44,2297571.5,1018.39,1515.7741
60,1029048.6,2284284.2,1014.42,1511.3847
70,1021049.9,2270748.5,1010.47,1506.9002
80,1013260.75,2257306.2,1006.61,1502.4332
90,1004193.2,2241364.2,1002.09,1497.1185
100,996610.25,2227682.2,998.3,1492.5421
110,989212.94,2213943.0,994.59,1487.9323
120,981958.8,2200039.2,990.94,1483.2528
130,975090.56,2186381.5,987.47,1478.6415
140,968573.7,2172900.8,984.16,1474.076
150,962400.06,2159577.5,981.02,1469.5499
160,956693.0,2146345.2,978.11,1465.0409
170,951525.3,2133620.2,975.46,1460.6915
180,946917.06,2121214.8,973.1,1456.439
190,942873.56,2109215.8,971.02,1452.3137
200,939534.9,2097612.0,969.3,1448.3132
210,936843.2,2087170.8,967.91,1444.7042
220,934839.94,2077304.6,966.87,1441.2855
230,933672.06,2067960.0,966.27,1438.0401
240,932695.56,2063520.2,965.76,1436.4955
250,931829.06,2063347.9,965.31,1436.4353
260,931642.1,2063611.5,965.22,1436.5266
270,931407.4,2072698.8,965.09,1439.6863
280,931003.44,2070100.4,964.88,1438.7837
290,930876.56,2072144.4,964.82,1439.4936
300,930321.1,2076212.4,964.53,1440.9054
310,930355.9,2071121.6,964.55,1439.1387
320,930141.0,2069691.6,964.44,1438.6416
330,929635.75,2074737.6,964.18,1440.3946
340,929523.8,2073060.0,964.12,1439.812
350,929548.9,2075474.8,964.13,1440.6505
360,929213.6,2077320.0,963.96,1441.2903
370,930027.94,2074127.8,964.38,1440.1827
380,928813.6,2075685.4,963.75,1440.7234
390,928274.75,2075906.0,963.47,1440.7998
400,928244.8,2074993.9,963.45,1440.4818
410,928190.8,2076055.9,963.43,1440.8519
420,928443.9,2071642.1,963.56,1439.3196
430,928478.6,2068067.6,963.57,1438.077
440,928158.8,2068549.2,963.41,1438.2444
450,928814.25,2071054.5,963.75,1439.1154
460,927642.8,2074354.5,963.14,1440.2613
470,931233.6,2080430.9,965.0,1442.3693
480,930365.5,2074185.9,964.55,1440.2026
490,929766.5,2071915.1,964.24,1439.4135
