iteration,trainRMSE
0,"[1047.6219542436493, 1047.6119388441582, 1047.9250102193555, 1047.9306002255507, 1051.0833938023236]"
10,"[1044.112556797162, 1038.9775862582142, 1037.3304401745481, 1036.3766941055965, 1039.1978368044322]"
20,"[1032.9908179702854, 1029.9282125405764, 1029.2811995479508, 1029.01014233461, 1031.9666269624374]"
30,"[1027.8019606054756, 1025.5079171391012, 1025.4003030168326, 1025.3441698268177, 1028.3477125843842]"
40,"[1022.961932315054, 1021.4916249758267, 1021.5391220932131, 1021.5071371813951, 1024.4864972093358]"
50,"[1018.8162052182072, 1017.5145629336091, 1017.582247096894, 1017.5528012959537, 1020.5027999771634]"
60,"[1014.717310283917, 1013.5714760266764, 1013.6474192152076, 1013.6211613240397, 1016.5407211779415]"
70,"[1010.6124233301034, 1009.6491254753481, 1009.7474443095215, 1009.7255066788099, 1012.6127997853732]"
80,"[1006.7907998527173, 1005.7959382761421, 1005.8817592544348, 1005.8591557738594, 1008.711558276282]"
90,"[1002.3998449849146, 1001.2871093003951, 1001.3417495984675, 1001.3160978488374, 1004.124091212774]"
100,"[998.4785830565932, 997.5276336501646, 997.5954922697022, 997.5722282711425, 1000.3413717356281]"
110,"[994.7792076762637, 993.8303812349521, 993.8883392703658, 993.86532883165, 996.5923988139723]"
120,"[990.9835329922688, 990.2119373358776, 990.2838445357906, 990.2638656570082, 992.9467775300933]"
130,"[987.5178289118029, 986.7557529902774, 986.820287095546, 986.8002664665529, 989.4361911978586]"
140,"[984.2200741083154, 983.4675050779234, 983.5235060475387, 983.5033323426687, 986.0897487479125]"
150,"[980.9758389008236, 980.3629238870358, 980.4207140724418, 980.4012134693777, 982.9356236655142]"
160,"[977.992529911272, 977.473750096264, 977.5391725174941, 977.5227215440933, 980.0025935082965]"
170,"[975.3345130778526, 974.835514964576, 974.9156642436405, 974.8996611438124, 977.3197260769388]"
180,"[972.9439345385916, 972.484921502611, 972.5730031372555, 972.5593781011859, 974.9190564090173]"
190,"[970.7443863250785, 970.4164686503857, 970.5457497642143, 970.540116148699, 972.833889295694]"
200,"[968.9389261437046, 968.7160038338291, 968.8571428356452, 968.8661226913375, 971.0990346378267]"
210,"[967.4683678297496, 967.3467710265497, 967.541535561386, 967.5360907941048, 969.6368258883059]"
220,"[966.307624817711, 966.2863100072009, 966.5875587880201, 966.5741934508493, 968.5972825735251]"
230,"[965.5614980555991, 965.6651665447329, 966.054610203782, 966.057396199341, 967.9931497050869]"
240,"[965.1180450286885, 965.1915175781204, 965.5317705899533, 965.6013180589333, 967.3626276955142]"
250,"[964.002424460551, 964.7119424667803, 965.576075971431, 965.4635670339866, 966.8067784058846]"
260,"[964.0369371797018, 964.8864223589283, 965.5285023895617, 965.1370297573466, 966.4888743024751]"
270,"[963.6213802790811, 964.6272023971852, 965.236017090253, 965.1266262986787, 966.8571364585755]"
280,"[963.2778885147434, 964.1618817597418, 965.2587268753157, 964.9451014036172, 966.7772369355812]"
290,"[963.4827003460392, 964.3191866153553, 965.152583341078, 964.721199076342, 966.4176356818497]"
300,"[962.9318234126123, 963.7700668488707, 964.9201578603914, 964.5661430379267, 966.4648857734072]"
310,"[962.8804791800276, 963.8044445972336, 964.8452963279867, 964.7679138989333, 966.4445427657043]"
320,"[962.8915882273054, 963.7483817140921, 964.7721799682402, 964.5264976722382, 966.2473717312803]"
330,"[962.6506969886249, 963.5674698044375, 964.4506661545736, 964.222360132992, 965.9857432350215]"
340,"[962.576303360072, 963.5905056676053, 964.6686079133736, 964.015601638724, 965.7356589050212]"
350,"[962.5372412083875, 963.3971164206436, 964.4910135271142, 964.348864742194, 965.8769745914308]"
360,"[962.4784106782597, 962.8694761145647, 964.6114789750906, 964.0270109719627, 965.794151624139]"
370,"[962.3652375875281, 963.4987828509646, 964.7722155794927, 964.9101979758933, 966.3452476716911]"
380,"[961.9695323473485, 962.6112667576845, 964.6152031072866, 963.8675017930461, 965.6791321983158]"
390,"[961.9611623856094, 962.5074489186776, 964.0078685469942, 964.0572057412095, 964.8124641485459]"
400,"[962.626606294011, 962.6039919958927, 964.1818126855262, 963.2133090554613, 964.6441157998714]"
410,"[962.1248872423629, 962.3293201284015, 963.6471459119801, 963.4292915443601, 965.5969840271249]"
420,"[962.1401116247206, 962.7881868774292, 964.0129454231309, 963.692890300316, 965.1507841097434]"
430,"[962.0816668334327, 962.7082358396483, 963.9049840090348, 963.7603856336515, 965.4197268648524]"
440,"[961.7940464755718, 962.5067302357984, 963.9674687423467, 963.5093686773263, 965.2675171671177]"
450,"[962.1290905451513, 962.6135885925902, 964.1561039585653, 963.7441492053198, 966.1009084350529]"
460,"[961.5251014230057, 962.1312924557482, 963.7079379625486, 963.2048083328251, 965.1361415880933]"
470,"[963.2675665196914, 964.3200685920045, 965.6852484448267, 965.076192066901, 966.668229806581]"
480,"[963.4915466876565, 964.1751172850081, 964.6968922619974, 964.349881244449, 966.0556743503182]"
490,"[963.2420798448093, 963.7271922615785, 964.2460630725388, 963.9712686674351, 966.0296241424653]"
