iteration,trainRMSE
0,"[793.1741333026409, 793.1850149874772, 793.2945730646921, 793.3193099241386, 794.2634055438799]"
2500,"[627.8241519697613, 623.0454564832394, 619.7842661732916, 615.5637462848355, 609.417900410757]"
5000,"[596.8736593332465, 562.8559075296242, 538.6731822818042, 531.8841008837787, 491.317116694897]"
7500,"[577.1919646084838, 500.6949718603453, 449.5929136463067, 415.8615230819291, 382.24909724629975]"
10000,"[542.7934367400621, 438.24979387547125, 385.68860962118714, 358.1119900086385, 327.6989246009795]"
12500,"[512.6370773092583, 395.91879827514833, 347.0170800378215, 318.63205485333293, 305.94396279842704]"
15000,"[459.50358313507405, 352.93733676142796, 289.42676664746506, 289.587822886577, 265.93949667139066]"
17500,"[454.72932848642756, 355.3755095628497, 312.8376539827511, 293.70208841980707, 305.2192898839784]"
20000,"[421.3559900389931, 368.7459412628154, 317.0313051355165, 304.4829716492307, 310.32460664926697]"
22500,"[381.7218891999802, 294.304678209255, 247.85277537700506, 232.15914215124394, 231.41927862286107]"
25000,"[372.11495865591735, 293.8118995480544, 252.78703031833697, 232.29635727313973, 226.37334623816437]"
27500,"[427.0746191128494, 396.83994837217836, 369.1810401012031, 332.1834233481866, 369.2363461820166]"
30000,"[358.2131107413769, 288.8071951083146, 250.183509789119, 227.88216632423098, 251.0212047404211]"
32500,"[345.2434069071921, 280.6954625742236, 259.6925356469628, 235.29397259980914, 241.18427727866325]"
35000,"[375.44467287337187, 373.92358522108304, 344.7228322604913, 346.5303623075913, 351.6014374023502]"
37500,"[419.7768414232867, 334.73147651500983, 298.31500126808874, 292.2254955680193, 291.39667736083413]"
40000,"[344.3159185585391, 295.5039189563515, 244.0288709562608, 211.14793970921562, 242.32077655337446]"
42500,"[336.12347355570927, 296.8891990353985, 248.00311269169163, 219.38498440198035, 254.98723716943223]"
45000,"[351.04789422651265, 306.36777786857726, 268.90509448083094, 248.98307899358647, 277.8138456704774]"
47500,"[331.2913644693387, 274.8764410736857, 228.32008956125566, 214.28363581071116, 206.79494825518444]"
