iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,629558.7,625251.3,793.45,790.7284
2500,383359.0,478350.62,619.13,691.5397
5000,297506.78,524292.8,544.32,723.9052
7500,221009.17,569051.4,465.12,754.1464
10000,174218.06,634856.3,410.51,796.125
12500,147023.73,676021.7,376.03,820.3066
15000,114817.63,647845.8,331.48,803.7706
17500,122078.07,640461.56,344.37,799.3111
20000,120614.67,681653.75,344.39,824.17
22500,80250.805,680774.9,277.49,823.5712
25000,78790.43,638514.94,275.48,797.0638
27500,144580.58,647171.4,378.9,802.5284
30000,77863.02,647585.56,275.22,802.5737
32500,75803.06,671799.7,272.42,817.0215
35000,128676.25,661554.25,358.44,812.0021
37500,109524.6,642635.8,327.29,799.7045
40000,73759.59,674066.0,267.46,819.0874
42500,75169.555,667281.56,271.08,814.0332
45000,85731.3,673096.5,290.62,817.497
47500,65240.945,640069.2,251.11,798.2963
