iteration,trainRMSE
0,"[793.3358567843561, 793.338122332497, 793.3819168310916, 793.3854020449528, 794.3139995867713]"
1000,"[669.1867777085216, 668.3110041256181, 669.4427885298917, 670.2610480300204, 671.3324072079882]"
2000,"[665.9412514796785, 665.292207061374, 666.9587225928378, 668.3156322032287, 669.0916647338404]"
3000,"[664.4560738261507, 664.4883989948441, 665.7934927971061, 667.1811491590837, 669.2108773340319]"
4000,"[664.135522948544, 664.8906777814938, 666.4805512852482, 667.3021919700681, 670.1144469737602]"
5000,"[663.4158748720504, 663.9596957296108, 665.6343721071778, 666.6889813202373, 668.2949091746262]"
6000,"[662.4646868697272, 663.0924604975055, 664.5579941069432, 665.6429658759921, 666.8416100015311]"
7000,"[663.1492954526814, 664.1399689188031, 666.3711193058048, 667.0054504641922, 669.0572689328985]"
