iteration,trainRMSE
0,"[910.933694162354, 911.0408621789687, 910.5961469630723, 910.5678107748063, 912.0766553321314]"
2500,"[832.6218705825245, 832.6908984765645, 832.4100979947491, 832.3947906040627, 833.7187090456734]"
5000,"[750.9670767320455, 751.441343285484, 751.674939223419, 752.6317694897551, 754.2897998780134]"
7500,"[737.8620736286722, 734.5916284012588, 733.9548837756392, 735.0705617377278, 737.895903399518]"
10000,"[731.0691250031865, 727.8479785328948, 727.6531138681951, 728.884002582722, 730.3171921788133]"
12500,"[722.8843417263735, 717.4480539047307, 717.3028352249942, 719.0685070118061, 720.1945112907396]"
15000,"[716.2475459908793, 708.3325716793487, 702.3259472039854, 709.2667145545415, 709.4300543710159]"
17500,"[704.9329715136483, 692.683877752185, 692.4052139554626, 692.1219102067539, 694.6685112661477]"
20000,"[693.9474332712331, 666.3447940835159, 667.2174560159204, 669.3884922771774, 669.6405507548025]"
22500,"[699.4409841191986, 644.9931876323193, 635.6229440523324, 632.0076494996175, 610.6502471649828]"
25000,"[678.2590269397763, 624.3838939117658, 607.2216072094031, 601.244166302429, 588.5893091769533]"
27500,"[679.226206104013, 635.3628919724813, 611.364395075869, 635.8172208784556, 621.467654774574]"
30000,"[639.9877646084436, 578.2800905244268, 510.27372271537763, 505.3968568996074, 491.1114176586632]"
32500,"[611.5244750113325, 528.2026943200672, 420.3816954489459, 392.6479336319615, 351.24527818766063]"
35000,"[588.699434444978, 507.32959005701576, 399.5089085261293, 385.24615345102006, 328.30857527555895]"
37500,"[574.9861898715972, 493.22601137983645, 433.1142707933032, 416.1713365046107, 403.86166360447635]"
40000,"[601.2493780428384, 562.4888277458658, 616.4544806546967, 623.3053132894978, 609.5238483010677]"
42500,"[512.45822385344, 421.05894295494625, 314.50357125277026, 288.337089698661, 249.45149739804657]"
45000,"[576.50152953079, 551.3977944711194, 599.7749304664861, 612.9379206680665, 574.664099767077]"
47500,"[494.58820629023074, 425.79501683019885, 350.9295305905496, 322.5337173000226, 308.3048930475541]"
50000,"[479.4800282891262, 398.49331800178504, 317.84929065801987, 291.8251197753578, 273.560174990158]"
52500,"[471.26173278579887, 400.43496692714274, 300.75127376385115, 269.86821132104586, 246.75470599306155]"
55000,"[482.09792444082456, 406.7762451922821, 341.6300956441105, 342.61452712486243, 342.1859235428771]"
57500,"[445.63793157166424, 374.42325667167285, 260.7578829132513, 208.29160241583784, 176.32271309747347]"
60000,"[445.1665697139584, 381.5315587238515, 281.72308690069, 231.67754752306263, 201.14207289510594]"
62500,"[440.50216975309536, 373.07242431547957, 297.3279732479658, 284.583221963217, 272.03041795163665]"
65000,"[422.4701094113762, 352.03594985353664, 246.93926372030137, 183.46439149633522, 151.37209830627478]"
67500,"[416.5767303919321, 354.72656697884213, 261.0281658453583, 204.71819836076753, 194.53378590899044]"
70000,"[404.78129377096764, 338.83499265017144, 237.56317240921612, 177.17678860907344, 150.99320252100696]"
72500,"[413.46253364480697, 355.0658531473554, 287.09931714662326, 262.27249965402916, 255.19249662442147]"
75000,"[395.7091322300033, 335.0576624694962, 267.12850109900165, 229.00105287472832, 234.61225552074572]"
77500,"[391.76052345000625, 332.8761074568136, 256.1186409245346, 213.6558982335977, 195.42359321236097]"
80000,"[423.2550132588071, 372.9384444043042, 353.3224880627795, 374.5962038179431, 403.82107700673964]"
82500,"[383.02791355046776, 345.8302594336103, 284.5260073206972, 256.817047373911, 282.11247090205853]"
85000,"[357.035595519663, 316.31849817130444, 233.7787611896827, 189.83666766819374, 165.0814659662791]"
87500,"[348.2965011032623, 307.4927135147361, 232.5762017875874, 171.90558517614645, 143.25942888871984]"
90000,"[358.0471066184168, 317.5180132346656, 291.0047597842762, 262.4712893417669, 246.43823435130977]"
92500,"[329.67733029354525, 292.08623344574943, 247.41681765274026, 197.25963313302515, 168.42501975986292]"
95000,"[311.7341217432798, 270.201323143534, 214.09972230801168, 149.69510146507125, 105.3982394673283]"
97500,"[345.283223656142, 346.622630304282, 361.51537780100756, 313.8513548195686, 362.5264826126109]"
