iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,829999.8,651600.44,911.04,807.1782
2500,693501.7,523807.03,832.77,723.7042
5000,565808.5,419222.06,752.2,647.4461
7500,541515.7,431902.56,735.88,657.1462
10000,531668.75,435061.78,729.15,659.5644
12500,517512.28,443703.34,719.38,666.0977
15000,502872.7,459705.72,709.12,677.9399
17500,483553.9,481456.12,695.36,693.7633
20000,453453.03,490614.28,673.31,700.018
22500,416317.6,542555.3,644.54,736.0913
25000,385310.56,576180.06,619.94,758.8826
27500,405860.1,583549.6,636.65,763.6175
30000,300201.0,657720.5,545.01,810.8672
32500,221449.28,674104.7,460.8,820.961
35000,203956.08,713013.8,441.82,844.0805
37500,219559.16,736742.44,464.27,857.5559
40000,363592.88,791557.44,602.6,888.2363
42500,136841.61,831893.2,357.16,911.2437
45000,340416.7,902512.0,583.06,948.2403
47500,149635.9,853566.5,380.43,921.4722
50000,129950.69,817375.1,352.24,902.1941
52500,121326.97,840614.2,337.81,914.4273
55000,149820.86,935503.6,383.06,962.9083
57500,96257.695,963673.7,293.09,975.9957
60000,103454.74,932642.56,308.25,961.7427
62500,115330.36,945984.3,333.5,969.9229
65000,83999.45,973125.5,271.26,982.6423
67500,89458.34,950455.75,286.32,971.5599
70000,77864.16,931634.3,261.87,962.9407
72500,102679.31,961823.7,314.62,978.21
75000,89545.93,963837.0,292.3,979.905
77500,82751.53,946971.56,277.97,971.6474
80000,149299.69,950986.75,385.59,971.7964
82500,98569.445,1105675.9,310.46,1049.6171
85000,69103.086,1030301.06,252.41,1014.2432
87500,64014.13,1049830.0,240.71,1024.0468
90000,88672.91,1045538.25,295.1,1020.172
92500,64507.6,1110679.9,246.97,1053.382
95000,49917.395,1140304.6,210.23,1066.1127
97500,120006.73,1186614.6,345.96,1086.1652
