iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,829996.75,651181.5,911.04,806.9166
5000,516497.6,454777.84,718.43,674.2814
10000,464840.8,506737.8,680.39,711.2452
15000,391529.12,609729.1,619.53,777.7352
20000,385020.88,625830.0,614.82,784.7433
25000,362324.6,701110.06,594.91,829.2752
30000,358300.97,632780.4,590.52,792.2593
35000,367454.75,690626.44,599.87,826.8445
40000,348268.06,719415.25,581.6,841.2295
45000,499437.6,496060.6,706.02,702.8183
50000,530652.94,449365.0,728.21,670.1275
55000,541937.4,452853.72,735.96,672.7246
60000,542694.06,439341.12,736.55,662.6796
65000,611386.75,472900.3,779.1,684.3441
70000,604203.75,483120.75,774.26,692.2207
75000,715488.94,563692.0,841.87,747.5572
80000,711668.44,559927.5,839.27,744.6331
85000,611905.6,467798.16,779.52,681.1243
90000,566381.2,438429.2,752.55,661.9792
95000,540805.94,433956.8,735.24,658.718
100000,594678.3,496058.66,767.8,701.8582
105000,593392.1,508787.5,766.83,711.0173
110000,598122.9,529404.9,770.12,724.9766
115000,603135.8,507995.97,773.54,709.819
120000,600053.7,544748.25,771.4,734.3034
125000,610143.1,519330.53,778.2,718.4345
130000,602530.0,511398.78,773.1,712.8338
135000,596330.1,520497.28,768.86,719.315
140000,717392.25,567464.6,843.79,748.9029
145000,604305.3,486638.47,774.38,695.2454
150000,609766.4,508448.06,778.06,709.8835
155000,598350.44,492917.34,770.02,700.0911
160000,610890.06,489959.72,778.64,697.2282
165000,598272.8,518109.75,770.09,716.6523
170000,627489.2,488773.03,791.68,698.6842
175000,594285.3,462708.2,770.62,679.1731
180000,582184.94,443998.22,762.98,666.1647
185000,558483.5,438048.56,747.26,661.7034
190000,665739.56,527246.94,812.9,721.7151
195000,658592.75,532443.75,807.38,725.7388
