iteration,trainRMSE
0,"[910.9348969046929, 911.0421101297544, 910.5964110417764, 910.5685198634455, 912.0651617863897]"
5000,"[746.6701210248856, 729.3469245764486, 717.5026720510759, 706.4863338311179, 692.1586592380253]"
10000,"[741.1809526465292, 711.1996110861212, 684.791599665384, 643.3576191382635, 621.4392366403808]"
15000,"[735.6833990558598, 680.1494227368189, 644.977208870125, 530.4264019098708, 506.40198467319016]"
20000,"[736.6505646481465, 667.5961880605439, 626.0983081711839, 526.739814229013, 516.9979809105042]"
25000,"[735.7159375461405, 653.1428760065235, 589.0584046360292, 504.68671047095927, 491.9544276289482]"
30000,"[737.0296170522431, 655.1174723069983, 585.1005738485463, 510.7958465577742, 464.5612130176909]"
35000,"[732.3061633876716, 657.9775137781784, 593.2583513049728, 515.8996438557976, 499.9054825635302]"
40000,"[728.7150551896311, 647.7142489755639, 583.1013613779681, 495.35418267461824, 453.12899951637354]"
45000,"[746.141542639495, 702.2145741849363, 711.6118851209542, 718.3392230782442, 651.8120655795445]"
50000,"[745.8939940011239, 725.220516883481, 745.8070566416613, 728.248697093575, 695.8991840392372]"
55000,"[750.3617827427794, 737.6245509396089, 744.7700223265302, 743.6384608153612, 703.3813326805814]"
60000,"[751.6176895974284, 733.6968843672566, 748.6365462433058, 733.0854283506999, 715.7050885273251]"
65000,"[911.1003962520693, 742.7558196559556, 750.0083296011707, 748.2598589985722, 743.3759740835378]"
70000,"[910.9348969046929, 739.8189856523045, 748.6386339265573, 736.0337523186952, 735.89032733942]"
75000,"[909.810765256386, 740.1401429105691, 910.5960819865332, 905.8210382720094, 742.983296110593]"
80000,"[910.1709262275104, 764.6527012065231, 910.5964110417764, 901.1450313394713, 709.8025372595839]"
85000,"[909.4963870622481, 745.8734706496701, 751.1009448948807, 740.3585670743671, 750.7743421780792]"
90000,"[756.2475872495552, 744.1463097759894, 760.5709880705581, 751.7274377469668, 750.0703299115431]"
95000,"[752.1922398173466, 734.453365183716, 747.4907429135434, 731.7253806724905, 710.3281683769054]"
100000,"[909.712771128363, 734.1763691732332, 745.9778546474216, 735.4606114042704, 713.658218809663]"
105000,"[910.5926754055486, 738.8421787287506, 746.0393219222452, 732.3182283094387, 706.3399847297876]"
110000,"[909.5789780562782, 739.9602382244012, 747.7223404774179, 741.5900294929651, 711.7348026624885]"
115000,"[909.8668365542316, 738.8593350689143, 749.3411477990448, 747.7495320815815, 721.8923181848963]"
120000,"[910.6601815310637, 739.2353513659338, 747.8829094396267, 742.3168400458552, 716.9269685955824]"
125000,"[910.6067056086558, 759.857462073994, 748.2119587241115, 747.3037496191192, 725.0330923957072]"
130000,"[910.912210203466, 738.9173330402688, 749.2342875557921, 741.2316115222724, 725.2046561755801]"
135000,"[910.9348969046929, 738.0988861183079, 749.0119651327561, 728.1920178109032, 718.0384685958428]"
140000,"[910.2987922429403, 889.2923311510712, 910.3529135258292, 747.2985354165171, 761.6924399325526]"
145000,"[909.810915802794, 733.8192436117712, 749.5010894210418, 736.8886627685147, 741.8997876591259]"
150000,"[910.0684387580976, 741.2735103460026, 752.0721665571366, 741.798826052479, 745.0694825571486]"
155000,"[914.389982280339, 740.6726010109567, 750.1608333498756, 735.2752853021012, 709.6151803064822]"
160000,"[913.030776538121, 745.0255979436341, 753.4399016582632, 751.6209723089387, 730.0947403182267]"
165000,"[910.8170260124675, 741.6906595259404, 752.6732072995197, 740.9751002598854, 704.2727758723026]"
170000,"[818.6719646516528, 828.0857647473895, 778.1621076127642, 771.5797882344932, 761.9092626132199]"
175000,"[757.4907492910725, 808.1841928585297, 750.4441966283789, 773.7412455638524, 763.2327251066366]"
180000,"[755.0365402932651, 764.432851752215, 760.6269291342227, 764.5359116919414, 770.2656169531368]"
185000,"[755.5363634864964, 732.6849576846546, 749.8759319985811, 748.4373619524863, 749.7882647800943]"
190000,"[910.5736140962665, 885.4841485131935, 761.3588693023448, 756.3889065894308, 750.7163260719743]"
195000,"[911.1134866775988, 903.4940515703478, 751.2651530682344, 731.0000051176864, 740.0354018445095]"
