iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,1099213.4,2390360.5,1048.43,1546.079
10,1066671.1,2344558.8,1032.79,1531.1909
20,1053766.6,2325387.8,1026.52,1524.9143
30,1039056.25,2302426.0,1019.34,1517.3706
40,1024380.25,2276982.8,1012.12,1508.9668
50,1009992.2,2252010.2,1004.98,1500.6699
60,996375.6,2226709.5,998.18,1492.2159
70,983458.56,2202135.2,991.69,1483.9583
80,971396.56,2177973.5,985.59,1475.7947
90,960426.3,2154096.5,980.01,1467.6826
100,950926.5,2131119.8,975.15,1459.8341
110,943237.44,2109138.8,971.2,1452.286
120,937738.2,2088788.5,968.37,1445.2629
130,934803.1,2070778.1,966.85,1439.019
140,934159.7,2067319.9,966.52,1437.8158
150,932885.4,2068594.5,965.86,1438.2596
160,932057.6,2073385.0,965.43,1439.9236
170,930393.56,2072670.2,964.57,1439.6731
180,927550.56,2066763.9,963.09,1437.6191
190,925653.7,2071723.1,962.11,1439.3417
200,922964.5,2068583.9,960.71,1438.2512
210,922207.75,2066223.5,960.31,1437.4293
220,918376.25,2063224.0,958.32,1436.3844
230,915370.8,2065478.0,956.75,1437.1699
240,913406.94,2068433.0,955.72,1438.1983
250,911649.44,2064892.8,954.8,1436.9675
260,910058.0,2074491.8,953.97,1440.3013
270,910838.9,2070058.6,954.38,1438.7624
280,907937.2,2075591.8,952.85,1440.6813
290,907058.1,2068277.9,952.39,1438.1475
300,904343.06,2071982.6,950.96,1439.4228
310,902851.94,2082145.6,950.18,1442.9532
320,903216.06,2063477.6,950.37,1436.4691
330,903247.7,2080725.9,950.39,1442.4607
340,904840.06,2094679.2,951.23,1447.277
350,903132.5,2077447.1,950.33,1441.3263
360,899851.25,2073796.9,948.6,1440.0589
370,898279.5,2074384.5,947.76,1440.265
380,895415.2,2063574.8,946.24,1436.5083
390,899279.5,2083788.2,948.29,1443.5008
400,893316.06,2077161.5,945.13,1441.2221
410,890677.9,2082949.4,943.73,1443.212
420,889348.2,2060997.4,943.03,1435.6004
430,887907.1,2072797.1,942.26,1439.7062
440,893215.6,2053549.0,945.09,1433.0095
450,897036.9,2069557.6,947.11,1438.5924
460,893467.8,2055938.0,945.22,1433.8427
470,887901.5,2098277.8,942.26,1448.5096
480,882278.25,2089946.2,939.26,1445.6113
490,881460.2,2069035.5,938.82,1438.3586
500,881515.06,2069292.1,938.86,1438.4529
510,881973.75,2102240.0,939.11,1449.8385
520,876467.75,2066435.1,936.15,1437.487
530,880229.6,2059444.9,938.17,1435.0379
540,875445.5,2104690.8,935.61,1450.7023
550,887026.3,2058356.2,941.8,1434.6641
560,883911.8,2097872.2,940.15,1448.3663
570,869970.56,2108457.0,932.67,1451.9893
580,871454.8,2067242.0,933.46,1437.7677
590,869487.3,2079421.0,932.41,1441.9944
600,869847.9,2073569.8,932.6,1439.9669
610,866694.75,2101643.2,930.91,1449.6177
620,868453.75,2098104.2,931.86,1448.4475
630,866816.75,2064496.6,930.97,1436.7891
640,867491.56,2120654.0,931.35,1456.1472
650,865829.25,2098291.2,930.45,1448.509
660,859449.7,2084842.0,927.0,1443.8687
670,860212.44,2086914.8,927.4,1444.5801
680,858468.9,2083060.8,926.47,1443.2462
690,858127.5,2089624.8,926.27,1445.5048
700,862074.3,2084457.8,928.43,1443.7298
710,860898.75,2084403.0,927.79,1443.6599
720,860043.94,2106471.2,927.33,1451.3082
730,853135.0,2121226.2,923.57,1456.351
740,853024.06,2066143.1,923.51,1437.3681
750,855125.6,2116233.0,924.67,1454.6624
760,855487.7,2062682.8,924.85,1436.1461
770,854928.94,2065141.8,924.53,1437.0138
780,851491.06,2074967.5,922.67,1440.455
790,847264.06,2087638.9,920.36,1444.8284
800,849339.9,2072369.8,921.5,1439.5145
810,846233.9,2082731.0,919.8,1443.1331
820,842909.0,2089309.9,917.98,1445.416
830,841323.06,2097801.0,917.12,1448.3225
840,843609.0,2097939.0,918.38,1448.3573
850,841540.5,2092793.1,917.23,1446.5839
860,843752.25,2118921.5,918.47,1455.5298
870,839898.4,2081066.0,916.34,1442.5285
880,838722.56,2064424.2,915.69,1436.7255
890,834032.9,2088931.5,913.12,1445.2554
900,832659.06,2085866.4,912.35,1444.1913
910,828809.7,2121982.0,910.23,1456.5492
920,825325.25,2106526.8,908.3,1451.3007
930,824263.4,2100186.8,907.72,1449.1367
940,824087.8,2104872.2,907.63,1450.7321
950,826642.2,2093086.8,909.05,1446.6816
960,825395.8,2071595.4,908.34,1439.2252
970,824310.3,2096431.4,907.74,1447.8489
980,823466.0,2125374.2,907.27,1457.7615
990,822398.94,2102495.2,906.68,1449.9152
