iteration,trainRMSE
0,"[905.0117057643026, 904.6748880375674, 907.599663711615, 908.104135541787, 908.0312178059219, 909.5466532931011, 907.8550174663078, 906.7529122991275, 906.7400180099473, 908.3065057907849]"
2000,"[745.9389079132052, 739.2689952208787, 742.2870750999614, 739.121673716402, 736.0014636649192, 733.5350263295161, 735.354658755435, 734.1057164404441, 734.3838301149752, 740.9866450790989]"
4000,"[746.6185065735572, 732.5136991546216, 730.1881549496566, 726.5136329147823, 726.7190483328659, 720.482650193055, 719.2188187098576, 714.3781431131284, 711.8714178615957, 727.2127782181151]"
6000,"[748.4682660169351, 729.2742225579156, 722.5163529185813, 716.9047236152354, 712.6329846640713, 714.1810153270081, 704.7433342919333, 698.3589010047197, 687.1723183069885, 703.7228936645013]"
8000,"[748.5417211373162, 729.2448777659533, 720.3034688564558, 711.323019629204, 703.6238937436399, 710.557940017663, 709.257040730386, 695.443043085809, 688.2038891971692, 712.1521775659472]"
10000,"[744.4494605659462, 724.2180491652791, 711.9470074701469, 698.3782679015765, 692.049895854775, 689.3440184512173, 672.6447576012099, 664.7527310303633, 658.1994053400086, 674.0879997157919]"
12000,"[739.5866141647791, 722.5963497739995, 701.1114966417033, 689.7671749931911, 685.4432700208795, 680.9173126050109, 652.5853392813234, 648.9828341569246, 635.7860503061039, 639.7348845977916]"
14000,"[736.3770628861174, 721.8874531282019, 695.0226282294478, 678.0595596721911, 677.2225082991823, 663.0712526828876, 644.5439908048587, 646.0351520204995, 608.0758802971645, 623.1197528130044]"
16000,"[735.9012989820947, 725.5836534856796, 694.4140255430846, 672.6692039226223, 671.2711832933358, 666.2637566807915, 628.8607410253794, 648.0341615238542, 607.2199962761707, 626.4974330588597]"
18000,"[738.5098481840097, 709.6062959478613, 680.1978324796193, 667.9899459037713, 658.0283823018366, 634.959291829668, 621.6716273358703, 638.7895153639075, 580.1128946609556, 610.9665305949237]"
20000,"[736.9261951437835, 702.7712905152744, 680.0091539850604, 668.5585718757203, 670.3809123155801, 634.2203237163067, 630.0567376910255, 611.371196081175, 601.6532536694727, 617.4132944370689]"
22000,"[760.5587971946401, 737.1979438444889, 748.4282584295962, 746.6126940853834, 733.7131090867152, 743.8652659739759, 734.1840511128398, 731.8136111846065, 741.7030482115974, 744.7882206342547]"
24000,"[748.3632896031057, 708.8936255726121, 695.8522780166642, 704.6725162585635, 682.7657489057814, 671.8241779530782, 692.8453531299485, 669.6585656641832, 651.1212856522301, 650.2170884928968]"
26000,"[745.7247325238864, 696.6012677561137, 685.7103021340998, 681.2606255529174, 685.5132190605482, 657.9074211186846, 661.6976318260799, 651.9314528470885, 623.7990505808635, 624.0762300627273]"
28000,"[742.4465594447611, 708.2530149763141, 708.4181409352664, 703.828720894978, 735.1423258076892, 702.629913670236, 709.7627608874636, 728.5495411865853, 716.2215002424166, 706.2081349304368]"
30000,"[739.1920171210013, 685.8206742841177, 685.6066994220353, 693.1466894046234, 695.1917393959519, 664.4712359470267, 680.9327743234786, 688.4139389475049, 663.5934834609805, 628.4289868806424]"
32000,"[754.8086779149811, 704.0682355988775, 729.3238501433758, 693.2554630736429, 697.5888232293271, 706.983688059297, 730.5203934042356, 707.9190639031607, 719.3253958682109, 723.8766655282323]"
34000,"[749.3506227968529, 691.4318127233602, 715.8010387350611, 692.826321321036, 689.2788179778918, 678.6076603155474, 707.6282716401415, 695.48112951209, 690.9375644759488, 713.476633566062]"
36000,"[905.1279511691531, 735.2464156706166, 750.3270796291889, 745.0184782971646, 742.6529358863049, 747.8207019263801, 751.7938098148938, 756.3952548797237, 740.5904129037502, 720.58271656004]"
38000,"[905.1218845966675, 734.9370679988878, 752.0474056955615, 746.1381787992188, 743.7899240391727, 745.206641129939, 744.1159182102189, 748.2371007678255, 739.7380869545294, 701.8334761133057]"
40000,"[904.8620381067981, 744.2431491768288, 751.0716476644759, 747.3276175674732, 747.7177546434883, 748.9515355045305, 751.9691085383606, 746.5401513308814, 747.439693153387, 751.5981785495838]"
42000,"[904.8087739695262, 738.8389657134926, 752.1082472393697, 748.6122310671761, 751.1061539005633, 745.1818977605087, 747.8347015435435, 741.580194034592, 749.9167553815183, 751.344921049817]"
44000,"[904.881330385912, 732.9274730871487, 749.7542149194812, 746.6263599032618, 738.276090872215, 735.4797572690873, 742.0046764723797, 734.6359514587497, 726.2996351297611, 736.4963033941949]"
46000,"[905.1633416009779, 738.9753858759591, 746.6445120877673, 750.2055585871213, 740.1024367600166, 742.3279684754949, 746.5897135221861, 735.5307175411577, 733.7623300785442, 729.751755978262]"
48000,"[904.8945625758338, 737.4159766535005, 749.2802246891982, 743.5232508161093, 736.0971558462703, 737.8848328428709, 743.0301244201913, 739.6624587296437, 727.0152004592264, 741.0237216873707]"
50000,"[903.8303184692196, 739.2194567185343, 748.2138199012913, 748.2667846240643, 744.2238119364773, 734.8225471452974, 741.8279640465695, 743.2073446295683, 725.6704862197196, 749.8765853464065]"
52000,"[904.8825034576842, 736.9190577430425, 744.0086797658959, 750.8830004647367, 741.1606591789184, 730.5419850452932, 740.1871015318407, 733.1458117415758, 707.2586577305984, 748.2323712891298]"
54000,"[904.7645852769987, 739.628599745691, 748.9960911944776, 742.4284393126504, 741.7357115176256, 752.892418685975, 747.8159946973782, 745.8943375564496, 741.1551836245694, 749.3178439053678]"
56000,"[764.7407460179785, 748.2567927462017, 753.6816316608906, 745.0449893099865, 742.7533531004692, 754.831614148013, 752.5382577957874, 756.7912877594471, 749.2383986400895, 754.7996652409695]"
58000,"[753.2550646580944, 734.9554023218475, 748.8009692712104, 742.9617000146363, 737.9570182404977, 751.8520926850216, 752.0662243699812, 755.2560866534376, 751.627368855751, 753.5197443569534]"
60000,"[750.9510626241141, 722.7705280680158, 750.6386068472526, 739.2668810138238, 734.8534940364623, 748.7574186924228, 749.933574696145, 746.0253881638627, 747.1341624643549, 749.1772919038445]"
62000,"[759.1107655497276, 738.4925360923866, 753.5701774886934, 736.0248724752315, 738.9670449390371, 758.9209472414992, 748.003376155164, 742.3229432808487, 752.3673197655268, 750.3302890969828]"
