iteration,trainRMSE
0,"[1024.2773630788865, 1024.2894288389682, 1029.2491749440235, 1029.2576525646239, 1029.777046968371]"
2500,"[966.9972058381314, 966.8315437940183, 971.7756736142665, 971.7786336856119, 972.230906865905]"
5000,"[943.4072643855252, 943.3060551924043, 948.2417491292977, 948.2446819785436, 948.6659895484315]"
7500,"[923.742245013355, 923.6615748849838, 928.5821471524299, 928.584222149376, 928.9764194018682]"
10000,"[906.339655053835, 906.2676122593318, 911.1686202163403, 911.1696660314922, 911.5333466615687]"
12500,"[890.5775804305649, 890.5091186535452, 895.3864012293312, 895.3863577149613, 895.721584433417]"
15000,"[876.146752165633, 876.0792356544495, 880.9286354848983, 880.9274576361801, 881.2340360195327]"
17500,"[862.8706463406846, 862.8025048263883, 867.6197622138841, 867.6174250013705, 867.8950232190645]"
20000,"[850.6395229756467, 850.5697346145478, 855.3504855933473, 855.3469660937569, 855.5951852796823]"
22500,"[839.3820890338773, 839.3099586163586, 844.0497115766742, 844.0450029069445, 844.2633626337847]"
25000,"[829.0497098188482, 828.9747266615362, 833.6688857560576, 833.6629716539136, 833.8510223954446]"
27500,"[819.6096201008448, 819.5314127986362, 824.1752973296785, 824.1681424034107, 824.325422864154]"
30000,"[811.0385559774476, 810.9568323903845, 815.5456843739971, 815.5372970097148, 815.6633483694272]"
32500,"[803.3194053357322, 803.2339643051517, 807.7629740017003, 807.7533403546385, 807.8477858048911]"
35000,"[796.4393762640046, 796.3500564558851, 800.81439708247, 800.8035203922485, 800.8659789032598]"
37500,"[790.3905291202138, 790.2972248465612, 794.6920909791703, 794.6799619245505, 794.7101523699253]"
40000,"[785.1642920491513, 785.0669388817345, 789.3875850128849, 789.3741995846729, 789.3718753838394]"
42500,"[780.7543030786538, 780.6528539551255, 784.8946224777741, 784.8800025661078, 784.8449963798414]"
45000,"[777.1541390601257, 777.0486178161884, 781.2069827308363, 781.1911345796557, 781.1233594001798]"
47500,"[774.3570718315822, 774.2475577999215, 778.318164895478, 778.3010841390678, 778.200536879706]"
