iteration,trainRMSE
0,"[1030.8469815766966, 1030.1341220577772, 1030.0415199116935, 1028.5215922472019, 1027.2392830516076, 1026.7433948526732, 1018.5274575302245, 1023.669307916996, 1023.2251021044468, 1023.7891107892269]"
100,"[1029.5705081375222, 1028.4370461421147, 1027.8819406552923, 1026.1214436944174, 1024.683121599267, 1024.037947661423, 1015.7283516379224, 1020.8477732446097, 1020.425571964957, 1021.0213852088237]"
200,"[1027.8054449913504, 1025.9594936009255, 1025.1620408531653, 1023.4223574663422, 1021.9948821787818, 1021.3448688943151, 1013.0232355146074, 1018.1133971575179, 1017.6335464070805, 1018.166892129257]"
300,"[1026.1810661109037, 1023.5657922100063, 1022.5845960934892, 1020.8557154650822, 1019.4366967113419, 1018.7857130418113, 1010.4547598395918, 1015.5366473202243, 1015.0520722011702, 1015.5773669263161]"
400,"[1024.8084407461783, 1021.0442570143576, 1020.1190062797044, 1018.4487529269526, 1017.0430369140594, 1016.3937619643226, 1008.0594986055002, 1013.1406824833404, 1012.6568077686641, 1013.1795370254459]"
500,"[1023.3854644783737, 1018.4764424860531, 1017.6051857002012, 1015.9526651267141, 1014.5517480291854, 1013.9028578391961, 1005.5655908412656, 1010.645576113806, 1010.1621158528458, 1010.6824565875143]"
600,"[1021.7187150948661, 1015.5301927902408, 1014.9084558099856, 1013.2784284580516, 1011.8807949485905, 1011.2316565931978, 1002.8919050750278, 1007.9706546580612, 1007.4878296475041, 1008.0058630673194]"
700,"[1018.4343136906926, 1011.5541412201717, 1010.7863762408136, 1009.1460141626875, 1007.755303013621, 1007.105779946362, 998.7624496890255, 1003.8393335862058, 1003.3587017932599, 1003.8724209689875]"
800,"[1015.0344181675102, 1008.0419036929532, 1007.4078082100799, 1005.789492611136, 1004.4010747239626, 1003.7527271041425, 995.4060309665689, 1000.4845031310989, 1000.0026277653183, 1000.5065862112991]"
900,"[1012.1621386256528, 1003.896864683114, 1003.45857990776, 1001.8686208427282, 1000.4929060511455, 999.8505140761806, 991.4881274671386, 996.5657116750486, 996.0943599485644, 996.5980862247872]"
1000,"[1009.5047509586147, 1000.1758055075389, 999.7053216193773, 998.1109369841637, 996.7384819825485, 996.0968729049741, 987.7329630387194, 992.8071114145198, 992.3372553274628, 992.8367879024391]"
1100,"[1006.7216359457443, 995.719985579602, 995.2245677135589, 993.6327458894907, 992.266050636627, 991.6290587095582, 983.2476511037526, 988.3254735659814, 987.8653329976648, 988.356190160693]"
