iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,629745.06,627030.5,793.56,791.8528
2500,440095.75,447476.4,663.4,668.9339
5000,432674.94,454764.1,657.78,674.3583
7500,425923.72,464474.12,652.62,681.5
