iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,1055441.9,1235041.5,1027.34,1111.3178
2500,596137.06,724491.3,772.09,851.1574
5000,595314.9,723690.5,771.56,850.6885
7500,589678.56,726131.2,767.9,852.1079
10000,585463.06,728343.2,765.15,853.4024
12500,585244.56,729396.75,765.01,854.0192
15000,587403.2,739229.7,766.41,859.7579
17500,580022.4,734205.7,761.58,856.822
20000,580326.25,729240.94,761.78,853.9527
22500,576743.56,730000.6,759.41,854.3834
25000,567713.8,735530.8,753.41,857.6109
27500,565720.25,744753.4,752.06,862.9816
30000,557694.9,741079.44,746.62,860.8486
32500,570807.25,748295.7,755.46,865.0237
35000,563262.0,748892.0,750.44,865.3675
37500,579193.4,723699.56,761.04,850.6771
40000,580119.2,738326.25,761.65,859.2443
42500,578652.25,739406.9,760.68,859.8563
45000,577264.25,733031.56,759.77,856.1574
47500,588247.44,752155.9,766.96,867.1754
50000,621191.94,764996.5,788.03,874.4365
52500,594377.9,731877.3,770.95,855.4765
55000,592706.0,726521.06,769.87,852.3491
57500,589369.0,744795.2,767.69,862.9403
60000,588505.25,741962.2,767.13,861.322
62500,584698.75,744516.8,764.65,862.7815
65000,587725.6,735347.94,766.63,857.5021
67500,583491.3,740093.2,763.86,860.2437
70000,581629.75,739584.4,762.64,859.9377
72500,580262.06,748307.6,761.74,865.0058
75000,578086.3,741232.0,760.3,860.898
77500,574421.25,744368.5,757.88,862.7136
80000,582266.94,744900.44,763.04,863.0484
82500,579082.8,753675.75,760.94,868.1156
85000,581962.4,759544.56,762.83,871.4131
87500,574410.44,759997.5,757.86,871.6909
90000,579968.1,758155.1,761.51,870.6937
92500,581955.5,740329.6,762.84,860.4027
95000,784398.75,949236.8,880.26,968.993
97500,755889.94,907594.9,862.55,945.9578
