iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,629684.75,626715.5,793.53,791.6536
2500,595437.06,590959.44,771.65,768.7388
5000,581553.75,576308.1,762.6,759.1495
7500,570531.56,564645.94,755.34,751.4292
10000,561223.2,554773.2,749.15,744.8309
12500,553196.6,546240.25,743.77,739.0805
15000,546149.0,538731.25,739.02,733.983
17500,539929.44,532089.6,734.8,729.4446
20000,534381.7,526152.56,731.01,725.3637
22500,529428.25,520840.53,727.62,721.6927
25000,524969.75,516049.22,724.55,718.3654
27500,520958.75,511729.8,721.77,715.3528
