iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,629734.06,626957.6,793.56,791.8066
1000,451961.16,432300.53,672.28,657.4949
2000,444810.4,440127.5,666.93,663.4143
3000,442023.78,443292.62,664.84,665.7963
4000,440133.25,444063.0,663.42,666.3726
5000,437628.7,443931.2,661.53,666.2594
6000,437051.66,446987.5,661.09,668.5426
7000,437958.75,448552.3,661.78,669.7105
