iteration,trainRMSE
0,"[793.3291385147012, 793.3332941632383, 793.3851952363348, 793.4000517567392, 794.3403774911741]"
1000,"[672.4321232016688, 672.1976893224487, 672.0402372614182, 672.2983875813437, 672.43194926447]"
2000,"[663.0335443367043, 663.7677867934871, 668.0650442032954, 669.9170601635961, 669.8861805081451]"
3000,"[661.0862393131927, 661.0127381923616, 666.1558986768979, 668.2907163102254, 667.6575110790357]"
4000,"[660.4644629594679, 660.6371309626581, 664.1498194208733, 665.0422099208675, 666.8070674282026]"
5000,"[659.9242164201837, 658.5473143940392, 661.7682421947774, 662.923609220797, 664.492160488116]"
6000,"[660.7384338617313, 657.1935317519798, 660.9408792650064, 661.8365902081878, 664.7587586031531]"
7000,"[664.7474068283844, 657.9922561509468, 664.1601582343293, 659.3414104175296, 662.6511692171122]"
