809.0,182.0,1366.0,473.0,5826.0,18.0,290.0,5351.0,1355.0,98.0,87.0,156.0,109.0,18.0,213.0,89.0,2622.0,910.0,741.0,29.0,
182.0,1366.0,473.0,5826.0,18.0,290.0,5351.0,1355.0,98.0,87.0,156.0,109.0,18.0,213.0,89.0,2622.0,910.0,741.0,29.0,35.0,
1366.0,473.0,5826.0,18.0,290.0,5351.0,1355.0,98.0,87.0,156.0,109.0,18.0,213.0,89.0,2622.0,910.0,741.0,29.0,35.0,2078.0,
473.0,5826.0,18.0,290.0,5351.0,1355.0,98.0,87.0,156.0,109.0,18.0,213.0,89.0,2622.0,910.0,741.0,29.0,35.0,2078.0,26.0,
5826.0,18.0,290.0,5351.0,1355.0,98.0,87.0,156.0,109.0,18.0,213.0,89.0,2622.0,910.0,741.0,29.0,35.0,2078.0,26.0,1599.0,
18.0,290.0,5351.0,1355.0,98.0,87.0,156.0,109.0,18.0,213.0,89.0,2622.0,910.0,741.0,29.0,35.0,2078.0,26.0,1599.0,259.0,
290.0,5351.0,1355.0,98.0,87.0,156.0,109.0,18.0,213.0,89.0,2622.0,910.0,741.0,29.0,35.0,2078.0,26.0,1599.0,259.0,367.0,
5351.0,1355.0,98.0,87.0,156.0,109.0,18.0,213.0,89.0,2622.0,910.0,741.0,29.0,35.0,2078.0,26.0,1599.0,259.0,367.0,392.0,
1355.0,98.0,87.0,156.0,109.0,18.0,213.0,89.0,2622.0,910.0,741.0,29.0,35.0,2078.0,26.0,1599.0,259.0,367.0,392.0,105.0,
98.0,87.0,156.0,109.0,18.0,213.0,89.0,2622.0,910.0,741.0,29.0,35.0,2078.0,26.0,1599.0,259.0,367.0,392.0,105.0,163.0,
87.0,156.0,109.0,18.0,213.0,89.0,2622.0,910.0,741.0,29.0,35.0,2078.0,26.0,1599.0,259.0,367.0,392.0,105.0,163.0,780.0,
156.0,109.0,18.0,213.0,89.0,2622.0,910.0,741.0,29.0,35.0,2078.0,26.0,1599.0,259.0,367.0,392.0,105.0,163.0,780.0,65.0,
109.0,18.0,213.0,89.0,2622.0,910.0,741.0,29.0,35.0,2078.0,26.0,1599.0,259.0,367.0,392.0,105.0,163.0,780.0,65.0,606.0,
18.0,213.0,89.0,2622.0,910.0,741.0,29.0,35.0,2078.0,26.0,1599.0,259.0,367.0,392.0,105.0,163.0,780.0,65.0,606.0,171.0,
213.0,89.0,2622.0,910.0,741.0,29.0,35.0,2078.0,26.0,1599.0,259.0,367.0,392.0,105.0,163.0,780.0,65.0,606.0,171.0,426.0,
89.0,2622.0,910.0,741.0,29.0,35.0,2078.0,26.0,1599.0,259.0,367.0,392.0,105.0,163.0,780.0,65.0,606.0,171.0,426.0,487.0,
2622.0,910.0,741.0,29.0,35.0,2078.0,26.0,1599.0,259.0,367.0,392.0,105.0,163.0,780.0,65.0,606.0,171.0,426.0,487.0,78.0,
910.0,741.0,29.0,35.0,2078.0,26.0,1599.0,259.0,367.0,392.0,105.0,163.0,780.0,65.0,606.0,171.0,426.0,487.0,78.0,127.0,
741.0,29.0,35.0,2078.0,26.0,1599.0,259.0,367.0,392.0,105.0,163.0,780.0,65.0,606.0,171.0,426.0,487.0,78.0,127.0,147.0,
29.0,35.0,2078.0,26.0,1599.0,259.0,367.0,392.0,105.0,163.0,780.0,65.0,606.0,171.0,426.0,487.0,78.0,127.0,147.0,36.0,
35.0,2078.0,26.0,1599.0,259.0,367.0,392.0,105.0,163.0,780.0,65.0,606.0,171.0,426.0,487.0,78.0,127.0,147.0,36.0,24.0,
2078.0,26.0,1599.0,259.0,367.0,392.0,105.0,163.0,780.0,65.0,606.0,171.0,426.0,487.0,78.0,127.0,147.0,36.0,24.0,314.0,
26.0,1599.0,259.0,367.0,392.0,105.0,163.0,780.0,65.0,606.0,171.0,426.0,487.0,78.0,127.0,147.0,36.0,24.0,314.0,92.0,
1599.0,259.0,367.0,392.0,105.0,163.0,780.0,65.0,606.0,171.0,426.0,487.0,78.0,127.0,147.0,36.0,24.0,314.0,92.0,68.0,
259.0,367.0,392.0,105.0,163.0,780.0,65.0,606.0,171.0,426.0,487.0,78.0,127.0,147.0,36.0,24.0,314.0,92.0,68.0,4075.0,
367.0,392.0,105.0,163.0,780.0,65.0,606.0,171.0,426.0,487.0,78.0,127.0,147.0,36.0,24.0,314.0,92.0,68.0,4075.0,162.0,
392.0,105.0,163.0,780.0,65.0,606.0,171.0,426.0,487.0,78.0,127.0,147.0,36.0,24.0,314.0,92.0,68.0,4075.0,162.0,247.0,
105.0,163.0,780.0,65.0,606.0,171.0,426.0,487.0,78.0,127.0,147.0,36.0,24.0,314.0,92.0,68.0,4075.0,162.0,247.0,441.0,
163.0,780.0,65.0,606.0,171.0,426.0,487.0,78.0,127.0,147.0,36.0,24.0,314.0,92.0,68.0,4075.0,162.0,247.0,441.0,5756.0,
780.0,65.0,606.0,171.0,426.0,487.0,78.0,127.0,147.0,36.0,24.0,314.0,92.0,68.0,4075.0,162.0,247.0,441.0,5756.0,338.0,
65.0,606.0,171.0,426.0,487.0,78.0,127.0,147.0,36.0,24.0,314.0,92.0,68.0,4075.0,162.0,247.0,441.0,5756.0,338.0,490.0,
606.0,171.0,426.0,487.0,78.0,127.0,147.0,36.0,24.0,314.0,92.0,68.0,4075.0,162.0,247.0,441.0,5756.0,338.0,490.0,365.0,
171.0,426.0,487.0,78.0,127.0,147.0,36.0,24.0,314.0,92.0,68.0,4075.0,162.0,247.0,441.0,5756.0,338.0,490.0,365.0,771.0,
426.0,487.0,78.0,127.0,147.0,36.0,24.0,314.0,92.0,68.0,4075.0,162.0,247.0,441.0,5756.0,338.0,490.0,365.0,771.0,152.0,
487.0,78.0,127.0,147.0,36.0,24.0,314.0,92.0,68.0,4075.0,162.0,247.0,441.0,5756.0,338.0,490.0,365.0,771.0,152.0,1365.0,
78.0,127.0,147.0,36.0,24.0,314.0,92.0,68.0,4075.0,162.0,247.0,441.0,5756.0,338.0,490.0,365.0,771.0,152.0,1365.0,325.0,
127.0,147.0,36.0,24.0,314.0,92.0,68.0,4075.0,162.0,247.0,441.0,5756.0,338.0,490.0,365.0,771.0,152.0,1365.0,325.0,1368.0,
147.0,36.0,24.0,314.0,92.0,68.0,4075.0,162.0,247.0,441.0,5756.0,338.0,490.0,365.0,771.0,152.0,1365.0,325.0,1368.0,189.0,
36.0,24.0,314.0,92.0,68.0,4075.0,162.0,247.0,441.0,5756.0,338.0,490.0,365.0,771.0,152.0,1365.0,325.0,1368.0,189.0,344.0,
24.0,314.0,92.0,68.0,4075.0,162.0,247.0,441.0,5756.0,338.0,490.0,365.0,771.0,152.0,1365.0,325.0,1368.0,189.0,344.0,430.0,
314.0,92.0,68.0,4075.0,162.0,247.0,441.0,5756.0,338.0,490.0,365.0,771.0,152.0,1365.0,325.0,1368.0,189.0,344.0,430.0,734.0,
92.0,68.0,4075.0,162.0,247.0,441.0,5756.0,338.0,490.0,365.0,771.0,152.0,1365.0,325.0,1368.0,189.0,344.0,430.0,734.0,167.0,
68.0,4075.0,162.0,247.0,441.0,5756.0,338.0,490.0,365.0,771.0,152.0,1365.0,325.0,1368.0,189.0,344.0,430.0,734.0,167.0,24.0,
4075.0,162.0,247.0,441.0,5756.0,338.0,490.0,365.0,771.0,152.0,1365.0,325.0,1368.0,189.0,344.0,430.0,734.0,167.0,24.0,624.0,
162.0,247.0,441.0,5756.0,338.0,490.0,365.0,771.0,152.0,1365.0,325.0,1368.0,189.0,344.0,430.0,734.0,167.0,24.0,624.0,638.0,
247.0,441.0,5756.0,338.0,490.0,365.0,771.0,152.0,1365.0,325.0,1368.0,189.0,344.0,430.0,734.0,167.0,24.0,624.0,638.0,103.0,
441.0,5756.0,338.0,490.0,365.0,771.0,152.0,1365.0,325.0,1368.0,189.0,344.0,430.0,734.0,167.0,24.0,624.0,638.0,103.0,80.0,
5756.0,338.0,490.0,365.0,771.0,152.0,1365.0,325.0,1368.0,189.0,344.0,430.0,734.0,167.0,24.0,624.0,638.0,103.0,80.0,145.0,
338.0,490.0,365.0,771.0,152.0,1365.0,325.0,1368.0,189.0,344.0,430.0,734.0,167.0,24.0,624.0,638.0,103.0,80.0,145.0,929.0,
490.0,365.0,771.0,152.0,1365.0,325.0,1368.0,189.0,344.0,430.0,734.0,167.0,24.0,624.0,638.0,103.0,80.0,145.0,929.0,8932.0,
365.0,771.0,152.0,1365.0,325.0,1368.0,189.0,344.0,430.0,734.0,167.0,24.0,624.0,638.0,103.0,80.0,145.0,929.0,8932.0,4151.0,
771.0,152.0,1365.0,325.0,1368.0,189.0,344.0,430.0,734.0,167.0,24.0,624.0,638.0,103.0,80.0,145.0,929.0,8932.0,4151.0,24.0,
152.0,1365.0,325.0,1368.0,189.0,344.0,430.0,734.0,167.0,24.0,624.0,638.0,103.0,80.0,145.0,929.0,8932.0,4151.0,24.0,302.0,
