iteration,trainRMSE
0,"[1024.2773630788865, 1024.2894314433377, 1029.250684585372, 1029.2595886874105, 1029.777937007543]"
2500,"[763.4958585372459, 766.0013141439715, 765.6981302034602, 769.6382377827858, 768.2286653882875]"
5000,"[764.4542919357639, 763.2515341905086, 762.7472556738225, 762.758789550704, 764.3890258162867]"
7500,"[764.140643625528, 756.185865401487, 756.7100003679462, 751.29683857072, 752.1309656147915]"
10000,"[762.4455594809489, 751.3223870806196, 748.4529279450279, 744.5314777942216, 733.5995479010336]"
12500,"[759.4752925589057, 748.1251382746897, 742.9716843697624, 739.144637057929, 729.7738264486526]"
15000,"[757.7040033076763, 746.0605666120589, 739.781530778622, 735.0339461447799, 713.9182460638125]"
17500,"[755.8766724869442, 743.1618958463077, 737.070259696404, 734.4523172000565, 709.8479507081769]"
20000,"[753.354037110634, 743.5288877797352, 731.6984562625572, 734.5807957994989, 714.2880890188743]"
22500,"[759.2210635168949, 747.1528230689518, 738.7872847212878, 736.6365109887623, 718.820160643113]"
25000,"[756.0829429752275, 747.5768877523271, 731.8413025858862, 732.6446923837207, 706.3367447917233]"
27500,"[752.5200211309486, 745.4597755097612, 730.3809080912281, 734.1977995210874, 704.1792899633055]"
30000,"[753.7911447458224, 744.4636421629939, 731.2159092210011, 742.1074190281607, 726.2968239281018]"
32500,"[753.9739534873323, 743.868539714248, 731.2452782879648, 733.487702537489, 708.9890078226505]"
35000,"[751.9741722055693, 743.2334903162982, 730.5696235047867, 724.6430362805717, 709.9029712188011]"
37500,"[752.3794884531651, 741.4754327230318, 735.7291750853077, 727.4828374255369, 714.8734737857766]"
40000,"[756.8215231775823, 742.2450532837609, 753.5246445596974, 751.4653876987279, 763.0728262176881]"
42500,"[753.9741187932893, 740.2761687451496, 742.7591660185086, 735.899088124983, 722.4313126648514]"
45000,"[754.3420590091512, 739.5695604324262, 740.6699913508768, 730.990054093897, 719.4804206982069]"
47500,"[753.2425612641338, 757.7887431587434, 745.7493755419399, 744.7842913727102, 750.2383451317015]"
