iteration,trainRMSE
0,"[1030.8651540072688, 1030.6179455670872, 1030.6646520295412, 1029.1132492727297, 1027.7139820371735, 1027.0712262001744, 1018.7549001973948, 1023.841265461471, 1023.3566313754795, 1023.8880761901032]"
100,"[1030.2241052104139, 1029.8677138743033, 1029.7959605931458, 1028.1813239730993, 1026.7502188694555, 1026.090504055851, 1017.7619216446531, 1022.8414063659011, 1022.3525175123513, 1022.8791426475395]"
200,"[1028.8087706346946, 1028.4447059124566, 1028.4502206756656, 1026.8872285010166, 1025.4833515313217, 1024.8359103937519, 1016.5113424995407, 1021.5939779835472, 1021.107559285562, 1021.6337451062568]"
300,"[1027.2426426839525, 1026.9711076357444, 1026.993287979339, 1025.435161977396, 1024.0340489831785, 1023.3873465174969, 1015.0602747129234, 1020.1429103217413, 1019.6575630740376, 1020.1822685566543]"
400,"[1025.629208802241, 1025.3554154553967, 1025.378744339491, 1023.8226315400889, 1022.4237751681525, 1021.7776765207634, 1013.4477732749499, 1018.5303727311364, 1018.0462338238449, 1018.5693238199626]"
500,"[1023.8210782641025, 1023.5258832589839, 1023.5462072160614, 1021.9914508091306, 1020.5949508135267, 1019.9494595953157, 1011.6163109825183, 1016.6988232760926, 1016.2160534255909, 1016.7372891938029]"
600,"[1021.7964470875849, 1021.4737229723589, 1021.4898510510582, 1019.9364380833806, 1018.5425316055553, 1017.8976979923708, 1009.5609123303084, 1014.6432905678009, 1014.1620667875113, 1014.681205133978]"
700,"[1019.5524654305251, 1019.2008783025193, 1019.2124311771599, 1017.6604929732655, 1016.2694657104522, 1015.6253561539651, 1007.2845623232314, 1012.3667580436903, 1011.8872608138659, 1012.4040575870384]"
800,"[1017.0939566662861, 1016.7117282384279, 1016.7182578089593, 1015.1679310356126, 1013.7800787115142, 1013.1367661844617, 1004.7916134673083, 1009.8735664621505, 1009.3959789830849, 1009.9101844097943]"
900,"[1014.4257795363923, 1014.0109465836057, 1014.0119801904901, 1012.4634121750687, 1011.0790347585163, 1010.4366014663315, 1002.0867562306755, 1007.1683921741869, 1006.692901018333, 1007.2042677529737]"
1000,"[1011.5527361824808, 1011.1032678901137, 1011.098332309652, 1009.5516790345799, 1008.1710918764124, 1007.5296148929535, 999.1747644001824, 1004.2559989322534, 1003.7827912589261, 1004.2910660991383]"
1100,"[1008.4795757289538, 1007.9934637677684, 1007.9821019935566, 1006.4375227196474, 1005.06104273392, 1004.4206097459161, 996.0604632967743, 1001.1411981749549, 1000.6704630905208, 1001.1753880079561]"
1200,"[1005.2107775898226, 1004.6862561432469, 1004.6680708186872, 1003.1257514364959, 1001.753706409916, 1001.1144059842529, 992.7486956301049, 997.8288094241066, 997.3607411991126, 997.862059448077]"
1300,"[1001.4069744396828, 1001.1334708232927, 1001.154036699046, 999.6206240898936, 998.2542402264572, 997.616284597713, 989.2447782247532, 994.3241413916228, 993.8589371794621, 994.3563862147422]"
1400,"[997.6470392567933, 997.429451079601, 997.4565152796897, 995.9276748315683, 994.5666717688781, 993.9300672201953, 985.5525371820022, 990.6309932848117, 990.1688539233955, 990.6621596668813]"
1500,"[993.7656035917863, 993.5511225418002, 993.5771762049513, 992.05214258952, 990.6967405944795, 990.061567045609, 981.6778175068654, 986.7551916155265, 986.2963234620194, 986.7852128309273]"
1600,"[989.7061116216535, 989.4950137975579, 989.5200003089644, 987.9990450593714, 986.6496197348245, 986.0159805204489, 977.6258506198957, 982.7019449167503, 982.2465587557779, 982.7307503824916]"
1700,"[985.473849576828, 985.2664023180932, 985.2902483414833, 983.7736517188695, 982.4305902998116, 981.7985931506778, 973.4019546353165, 978.4765464478864, 978.0248587618163, 978.5040646854154]"
1800,"[981.0742831193243, 980.8707630510175, 980.8934092198044, 979.381464752227, 978.0451674120546, 977.414924811814, 969.0116848815987, 974.0845246216995, 973.6367577047797, 974.110682299154]"
1900,"[976.5130771969278, 976.3137602144255, 976.3351406626061, 974.8281541108579, 973.4990349982093, 972.8706645715679, 964.4607688730395, 969.5315777872918, 969.0879604427066, 969.5563007160614]"
2000,"[971.7960873116049, 971.6012391580588, 971.6212865224404, 970.1195773697045, 968.7980656888933, 968.1716906134355, 959.7551263969774, 964.8235942440184, 964.3843620224991, 964.846804988256]"
2100,"[966.9294490723961, 966.7393666993308, 966.7580124403737, 965.261914804974, 963.948455737289, 963.3242050898945, 954.9010050880718, 959.9667875139487, 959.5321833722305, 959.9884085210654]"
2200,"[961.919553203689, 961.7345182185493, 961.7516916186252, 960.2615553506658, 958.9566112177254, 958.3346204599305, 949.9048666352621, 954.9675824948478, 954.5378572257054, 954.987533995495]"
