iteration,trainRMSE
0,"[910.88723626322, 910.9871555869807, 910.5380278095399, 910.5087343145397, 912.0173471218436]"
1000,"[748.1740752593423, 747.9278779117874, 748.7574815297556, 749.6160213166033, 751.033415979515]"
2000,"[740.9681215803205, 741.1187317250753, 740.9297905863855, 743.8041041478236, 743.5191258621699]"
3000,"[738.762766274689, 738.494562496204, 739.0019680207743, 739.4307734910593, 742.4619401798419]"
4000,"[735.4792318810515, 735.0681118936164, 734.9949953508384, 738.6871450262746, 740.2616809882171]"
5000,"[732.1651400765946, 734.7148269150799, 740.3755238105207, 737.6885016948605, 740.6650343778897]"
6000,"[728.1207349847755, 730.2388214142427, 732.7411245442264, 735.4123360219951, 735.7103341822786]"
7000,"[723.8584694375219, 728.6354941313741, 731.6726410253838, 733.4148944670691, 733.6155224270997]"
8000,"[719.3056356145021, 725.0356983811962, 723.7407871556607, 730.186666735273, 733.9933733823274]"
9000,"[714.7311149007389, 720.9121724963128, 723.9179679388476, 728.2139006943587, 733.551258541577]"
