iteration,trainRMSE
0,"[1024.274133350892, 1024.2791326949166, 1029.2463610312982, 1029.2565956050594, 1029.7719142683345]"
2500,"[767.2661272815204, 765.494858988279, 769.5537512569164, 771.9805408951204, 771.3648356318162]"
5000,"[767.0826281088387, 765.4496649114096, 768.4678671208458, 769.9062328895643, 769.2407495635158]"
7500,"[767.6900868177852, 765.9369345167639, 769.997993762681, 769.6191393222699, 770.1159536183955]"
10000,"[767.9994418183279, 767.8557396882643, 771.3292604215975, 769.9843620921937, 770.4088369501076]"
12500,"[769.4654872256064, 769.6519845231263, 773.9626428054452, 772.7717629867109, 770.3229097258754]"
15000,"[762.8994012865386, 760.7241666534957, 765.0783234127389, 768.0004799136838, 764.6363674975112]"
17500,"[760.7322745612912, 757.5516656490972, 759.8799858926993, 763.9279339459806, 763.5604904471907]"
20000,"[766.7072365816323, 763.9538625499284, 770.2353119019108, 768.6817253523247, 768.926338576507]"
22500,"[766.2343156491163, 762.4249880220689, 768.772209323241, 769.278526317746, 767.4404879626259]"
25000,"[765.0778127299018, 760.5240250252112, 765.7586843822977, 766.4511496471871, 761.7311518785174]"
27500,"[766.2416064514769, 761.3472440006143, 764.5603827417159, 767.8729773845638, 765.125992527872]"
30000,"[765.0037353674429, 759.7730983801291, 764.2168379906833, 765.8506972938883, 760.289949125612]"
32500,"[764.5927693561583, 759.1658132307643, 764.2220878086001, 765.5167272005174, 756.3683667960509]"
35000,"[765.3796490648245, 758.6238770263809, 763.9374936216985, 764.7579061847879, 753.8266551922345]"
37500,"[765.2457595801978, 759.6118766913336, 765.8861631392774, 764.6655708807735, 749.4537923395965]"
40000,"[766.6598110714339, 759.6450617829731, 764.3161464308263, 763.5339949098094, 749.9531620297432]"
42500,"[765.50610281772, 758.7828709996294, 763.4019077052924, 761.953744944053, 747.7307062204236]"
45000,"[765.560281889011, 758.4528046201683, 763.0970452025656, 763.0131379047699, 746.3094360796952]"
47500,"[765.1412118471585, 758.9223677892135, 764.6331246183163, 763.1974137306478, 744.6086666140828]"
50000,"[764.7127323459563, 758.2044588223116, 763.5067898370452, 762.670873207146, 742.829301187544]"
52500,"[764.8091552215099, 757.5961404756043, 764.8936585854074, 763.374579383209, 745.0708412270791]"
55000,"[764.1877468817645, 757.7344370249198, 766.7121333314292, 760.8254780359059, 740.1011163798895]"
57500,"[767.6379957411048, 767.118029957082, 768.6359183376154, 764.9986669208863, 744.125603411682]"
60000,"[764.5900264211377, 759.4862604390148, 764.9396142712127, 760.696777164412, 726.7721854606766]"
62500,"[765.4045712715634, 758.6222077014926, 765.6959083038233, 764.6121450562206, 733.8461957168585]"
65000,"[765.2886786420805, 762.702255825892, 769.2546984027362, 766.7245652663737, 738.7612082083702]"
67500,"[766.2696607759093, 762.963657426745, 765.7590439327915, 767.0320434410555, 729.9623775962629]"
70000,"[765.3641610516124, 760.7377240321233, 762.0617463472655, 765.7777318540657, 729.0164138310987]"
72500,"[764.1310755483861, 757.9352774697304, 761.6885753572946, 764.921405653434, 725.7519882365095]"
75000,"[764.2923458946584, 760.2092546218167, 761.3874842943716, 765.2805910867548, 726.7456278496288]"
77500,"[765.3412648826921, 760.8389952512533, 763.8745196664063, 770.0259049214844, 752.4596914477138]"
