iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,1055486.2,1234905.8,1027.37,1111.2567
2500,591571.44,728640.94,769.13,853.5939
5000,589873.0,727845.75,768.03,853.1265
7500,590860.5,726754.75,768.67,852.4887
10000,592157.3,727518.1,769.52,852.9452
12500,594808.06,722494.6,771.23,849.9948
15000,584112.94,725055.94,764.27,851.4973
17500,579327.94,736522.5,761.13,858.1345
20000,589372.44,741001.0,767.7,860.7951
22500,588037.94,732578.56,766.83,855.8801
25000,583566.4,739455.4,763.91,859.8841
27500,585280.2,739478.6,765.03,859.9035
30000,582221.8,739118.3,763.03,859.6902
32500,580621.94,750375.5,761.97,866.211
35000,579611.7,752560.9,761.31,867.4662
37500,579124.7,753677.2,760.97,868.096
40000,578892.4,766455.9,760.82,875.3316
42500,576850.56,750515.4,759.48,866.2632
45000,576572.3,787356.1,759.29,886.7305
47500,576605.25,759794.56,759.3,871.5323
50000,575222.25,753103.4,758.38,867.6663
52500,576373.6,778941.8,759.15,882.3666
55000,574529.7,772404.0,757.91,878.7459
57500,581508.0,746615.6,762.5,864.0336
60000,570694.06,756536.2,755.3,869.596
62500,574174.3,756188.25,757.64,869.4758
65000,578568.0,727210.25,760.55,852.7265
67500,575385.25,745954.4,758.4,863.6214
70000,572639.75,791823.94,756.59,889.354
72500,570086.56,749048.44,754.89,865.3979
75000,571133.75,769277.06,755.58,877.0106
77500,581469.06,750981.0,762.51,866.5316
