iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,829941.7,651517.0,911.01,807.1264
2500,549388.44,419116.47,741.2,647.3192
5000,535080.4,422078.53,731.49,649.6047
7500,520100.88,427036.2,721.18,653.4448
10000,490479.9,453967.47,700.28,673.6177
12500,467490.44,497419.0,683.6,705.0074
15000,431861.66,509818.78,656.72,713.9126
17500,426655.12,588431.9,652.78,766.9457
20000,432233.62,596438.06,656.91,771.341
22500,521632.28,526597.7,722.1,725.177
25000,465667.28,610020.75,682.34,779.2407
27500,507770.47,480768.7,712.42,692.0176
30000,484389.0,519703.25,695.64,718.4136
32500,479856.38,538873.94,692.41,730.5556
35000,485079.7,570765.4,696.22,753.8386
37500,484917.38,564078.94,696.22,746.9057
40000,485699.38,543584.2,696.76,734.0953
42500,467678.44,585563.25,683.57,763.6111
45000,452672.28,561155.06,672.65,746.4642
47500,464517.66,532585.4,681.4,728.6034
