iteration,trainRMSE
0,"[910.8970983351361, 911.0068925310168, 910.5645381483553, 910.538803930184, 912.048387661087]"
2500,"[739.7913914316373, 738.8981378922861, 741.4936567791624, 742.7752817100283, 743.0661028981854]"
5000,"[732.1730565700767, 730.7303231866465, 734.460934437019, 732.2704084744919, 727.8037739839655]"
7500,"[722.1603305218983, 719.2506146351263, 721.8938930797955, 723.6226009944739, 718.9572815831538]"
10000,"[715.5212615482214, 705.5340049584911, 698.0407527598933, 691.8411262947034, 690.4603307317398]"
12500,"[706.49716055368, 686.7876010504111, 683.6743673061162, 669.9181835738624, 671.1355817039351]"
15000,"[689.127417784052, 667.847004394747, 661.6841778168483, 648.2552312556455, 616.6950901001284]"
17500,"[692.948917711547, 651.5502783912242, 654.4690311419124, 642.6885030043007, 622.2381936661608]"
20000,"[704.0401505128194, 650.9962710257792, 663.8659471578197, 627.6065351299321, 638.0179008498401]"
22500,"[740.2768404645229, 705.0567843583189, 707.0373409129218, 725.3113553251795, 732.8318224783103]"
25000,"[696.2883638696377, 674.2542087910874, 685.953512062244, 682.8307501441, 672.3673047862545]"
27500,"[734.614449156443, 692.6711065854977, 721.7202862297756, 699.906346112873, 713.1693097542654]"
30000,"[727.7856193225913, 671.9545609942058, 704.2270898723042, 671.6742919360947, 702.5760291436173]"
32500,"[724.0755638126193, 671.310267889924, 699.1543235055109, 669.5417573441183, 697.9782767789985]"
35000,"[723.7334467879007, 689.6712575089534, 711.6389741093543, 675.3914536575364, 680.6689547904396]"
37500,"[719.491929314795, 680.0304323184314, 701.7039059177743, 690.6518039459139, 689.2165350637329]"
40000,"[713.1143903098026, 673.0408412833547, 710.634556227968, 695.352020610671, 691.6599029526941]"
42500,"[708.6184467139129, 658.876957401528, 705.608711986649, 671.0425643518018, 673.7023710145927]"
45000,"[685.6210385537962, 661.621151222683, 692.4802820157865, 668.3601661107231, 655.1484001400003]"
47500,"[686.2340997000923, 660.5349177653072, 702.9319795778019, 681.3285671941957, 675.9789766309691]"
