iteration,trainRMSE
0,"[1024.2700819084591, 1024.2560820060748, 1029.2150527971262, 1029.2189663498268, 1029.7317965174204]"
2500,"[766.779830509468, 750.9773108442373, 756.4939009471167, 758.3415832855457, 762.6260787251892]"
5000,"[764.6282724608574, 749.2472284131231, 753.1746866371354, 754.3569005022687, 761.6545312253826]"
7500,"[763.4087553129906, 742.1915104663905, 745.0759327819558, 743.9930009644364, 752.8804679625581]"
10000,"[760.4869108032956, 738.1062433308015, 737.4761868835332, 730.4620398504118, 745.2004593656457]"
12500,"[756.1291395976059, 736.5607014600636, 738.9479368136779, 738.1806912447704, 723.1600290507004]"
15000,"[748.6117218902087, 725.8765516661217, 720.5424052601215, 718.4015737615398, 693.8688420507245]"
17500,"[746.137108129632, 723.0183351603799, 711.1234028603443, 714.2624750051921, 698.7436129959425]"
20000,"[742.7441363001951, 719.6224384870693, 708.6617616633381, 707.1763090633987, 688.4452376535853]"
22500,"[742.5497301796534, 719.0480301005058, 700.1772961101979, 703.0369927609355, 689.7063089924766]"
25000,"[755.3397525099977, 742.7781164422158, 730.1076357287021, 735.2645493762818, 716.4198942071973]"
27500,"[752.8228000580903, 740.6905642811322, 722.9843227548496, 735.9768779981619, 729.4103570982561]"
30000,"[755.4422079016321, 735.3283631566347, 717.4283822559717, 732.6146767711812, 707.0483760180264]"
32500,"[751.9654153715311, 733.408483400654, 721.3109339908565, 737.0565127502337, 715.4561675571578]"
35000,"[761.9308405616003, 738.4761674109188, 728.1140406922865, 746.6999590820469, 744.2471987256371]"
37500,"[760.0419523028306, 742.8423268844598, 719.9150849327136, 742.6596831667108, 738.254841643387]"
40000,"[768.1283929016262, 743.2191102246751, 710.182556589357, 739.7713729839461, 716.8383142456662]"
42500,"[758.0882495570104, 740.2741320612627, 705.160569243471, 731.763554002331, 719.1733619187272]"
45000,"[770.2135536432427, 741.1343871406253, 715.358308144746, 740.5614824356722, 711.029423893604]"
47500,"[759.512906318208, 745.5393973619301, 729.7363844718736, 746.5009683730732, 729.8869951426193]"
50000,"[756.5631943554982, 742.4121588263503, 727.9111431335486, 738.0184070225982, 727.272552080444]"
52500,"[762.3922239962603, 750.9912828717175, 741.6130640710934, 755.4921524832134, 718.9422933572865]"
55000,"[774.135307125419, 760.3843925070798, 1017.3421110219351, 774.2215494406506, 758.5729274442853]"
57500,"[769.0036483305865, 746.396924900308, 1011.5518433694352, 758.0067632555464, 734.6515796559071]"
60000,"[776.2928570357686, 774.3668571461546, 1003.9459537903713, 790.6456625739495, 779.3955569863754]"
62500,"[778.6858441615645, 757.609502139981, 1000.3250775738168, 764.7631797095484, 766.9789056635038]"
65000,"[772.2571759565875, 759.8733050462506, 771.433120211066, 769.9786791485413, 772.4838514335225]"
67500,"[768.6436577082897, 745.7989869075241, 744.9359188723739, 757.8490063324319, 746.3183022612615]"
70000,"[773.1266591721151, 762.542402393461, 769.8138067738555, 765.3744990311276, 758.9357451643846]"
72500,"[776.8818534617928, 769.5444482040369, 769.5587616839679, 773.4692157230962, 778.4765594356347]"
75000,"[780.1576885648782, 759.1883926859664, 761.8497143559433, 762.0958804056731, 764.8944436243911]"
77500,"[1021.323134121777, 785.4612096755407, 773.9148623590935, 773.6833460410234, 786.8200644109121]"
