iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,1055492.0,1234767.5,1027.37,1111.1943
2500,585379.2,737327.56,765.1,858.6673
5000,558279.75,755339.56,747.18,869.0736
7500,536747.2,768845.0,732.62,876.7929
10000,514014.9,796849.25,716.94,892.5609
12500,557148.75,777065.1,746.41,881.4853
15000,515675.7,789730.3,718.06,888.5865
17500,473810.44,839562.25,688.18,916.2067
20000,464607.62,841870.5,681.58,917.4532
22500,540353.44,777871.6,734.99,881.8174
25000,509523.2,828952.4,713.75,909.7451
27500,503375.12,825950.9,709.36,908.567
30000,674637.0,784516.56,820.43,884.9175
32500,541714.75,794996.9,735.84,891.3073
35000,532492.3,823224.44,729.47,906.709
37500,551922.6,789018.9,742.84,888.1478
