iteration,trainRMSE
0,"[1024.2773630788865, 1024.2891428206585, 1029.249253371593, 1029.255308551584, 1029.769890067232]"
2500,"[764.0587155160918, 763.6538942500779, 765.9055229476436, 765.9625124460052, 765.9162674544689]"
5000,"[749.633058229781, 747.4585744014918, 744.4303237430612, 747.6892773145844, 746.6801645987383]"
7500,"[730.7188146701719, 733.9928550713314, 727.7916876475402, 739.9676570901001, 730.6139366728091]"
10000,"[720.8516702265727, 712.4075600441763, 715.9250750554952, 718.0378055997224, 717.4818591459838]"
12500,"[745.0982255094453, 745.4538290481875, 741.8815710707064, 747.4781828682881, 752.1569394496985]"
15000,"[728.3755327381407, 711.4102329376119, 708.1107827965805, 715.8905667974011, 726.497871788388]"
17500,"[715.1591095095582, 689.2380096573526, 672.2863724624318, 685.9631132220992, 678.2361259860663]"
20000,"[694.9917607786274, 683.1689725568345, 673.9027189427308, 679.4961185866617, 676.3197852440408]"
22500,"[746.9563044191942, 719.3368035763849, 723.1387857654437, 739.5015726146019, 746.0236153745466]"
25000,"[723.496893031542, 701.9562630115206, 705.5168411674489, 721.4600700517436, 716.3256673946838]"
27500,"[727.1066920361352, 703.8430431950304, 688.4384232654039, 716.3732131282441, 711.063456587951]"
30000,"[797.2652791899702, 840.7697791839059, 886.3256857648622, 802.1281690163632, 775.6491132246426]"
32500,"[758.0480230185346, 737.0500849301677, 740.9752498891548, 733.3344292487315, 709.7955978021847]"
35000,"[752.6373032920741, 734.1696908236471, 741.3623571773504, 720.3970626878443, 698.8083601595495]"
37500,"[750.992234014561, 740.2571003980044, 753.7078603612252, 743.1441618224895, 726.1047269270456]"
