iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,629745.06,626803.2,793.56,791.7089
2500,395617.28,478293.8,628.93,691.515
5000,340537.7,541931.06,583.14,736.0902
7500,258234.92,610113.6,504.22,781.0326
10000,222615.36,673156.0,467.6,820.0941
12500,144185.52,756046.7,368.17,868.8574
15000,126161.016,848591.4,345.59,920.2285
17500,163468.4,848749.0,400.59,919.8834
20000,119838.97,842237.56,339.99,917.0879
22500,147120.05,781729.25,380.98,883.392
25000,139006.7,820490.2,368.92,904.7429
27500,114023.67,833298.9,332.97,911.7566
30000,133718.34,798172.75,362.32,893.0611
32500,105182.47,845857.25,319.44,918.24
35000,281140.97,585945.1,529.86,765.1427
37500,154322.31,723242.9,392.11,849.8359
