iteration,trainLoss,testLoss,trainRMSE-avg,testRMSE-avg
0,1055176.4,1234712.0,1027.21,1111.1695
2500,587591.25,725787.3,766.54,851.9252
5000,582949.7,727194.5,763.51,852.7455
7500,580124.75,726071.94,761.65,852.0832
10000,577192.3,729148.8,759.72,853.8755
12500,571831.3,729718.94,756.17,854.227
15000,569205.9,738889.6,754.43,859.5562
17500,564066.56,747526.44,750.99,864.5347
20000,557154.0,749978.94,746.33,865.9367
22500,579516.0,729005.5,761.24,853.7925
25000,570951.8,740224.56,755.57,860.2716
27500,564131.94,751938.3,751.02,867.0872
30000,560466.94,755651.2,748.56,869.159
32500,559639.5,755824.6,748.01,869.3452
35000,559626.5,756327.25,748.0,869.6063
37500,566529.0,753337.06,752.57,867.9049
40000,559725.2,760132.9,748.06,871.7864
42500,559345.7,755753.0,747.81,869.2742
45000,574792.75,769188.9,758.09,876.8942
47500,564276.6,765586.9,751.12,874.8957
