iteration,trainRMSE
0,"[1024.1660419743187, 1024.0847021567188, 1029.074918380629, 1029.1058760936337, 1029.6419461914963]"
2500,"[767.9672082468113, 765.4628085013202, 764.3044875312115, 768.1478674703188, 766.8290009495347]"
5000,"[767.7232492507127, 763.0597239545885, 761.9394989140874, 763.171826470426, 761.6400613630913]"
7500,"[767.3322734139181, 760.5337095971337, 761.0695504389632, 760.9218661621562, 758.4016288644531]"
10000,"[766.6743580409027, 758.3932332271634, 759.8155040129433, 757.8534345071041, 755.8688159205047]"
12500,"[765.8647577025705, 753.9870569643472, 758.1195586102526, 754.7090792544185, 748.1755456635353]"
15000,"[765.2344726322306, 751.5407366490828, 755.8848641668792, 753.7215935622928, 745.7597379635263]"
17500,"[765.0364568209271, 751.5630003430986, 750.7904708967519, 749.8493870332544, 737.7160180675321]"
20000,"[764.4375926858324, 748.2347102049176, 747.2083748449008, 744.3121251279125, 727.461827730917]"
22500,"[768.2076409047681, 756.2703764723076, 753.4712167706558, 765.0686020610264, 763.1572546338831]"
25000,"[767.3778167939627, 753.3002687383943, 743.937298906604, 757.1171381864908, 756.1194908087665]"
27500,"[766.3273618232166, 749.476059357302, 738.1924322224268, 753.4603145932494, 747.667317219063]"
30000,"[765.9879322989415, 748.5417016131005, 733.3358295450587, 751.1977298157848, 743.7372266270189]"
32500,"[763.8413401815031, 749.6993730904269, 733.0023664374775, 750.8622334618733, 742.6603492953918]"
35000,"[763.4209938791688, 750.7782004481837, 731.4161202450271, 750.0256564770256, 744.3636454763675]"
37500,"[771.9256166071871, 755.238114639176, 735.062071654755, 754.2921686375195, 746.3545735372751]"
40000,"[763.5191041782929, 752.0818171568928, 734.170900484692, 753.1750106062913, 737.3456194972845]"
42500,"[764.4215345614994, 750.8590162027817, 731.9453250528665, 746.4658118036108, 745.3608136781047]"
45000,"[766.8822620476808, 757.4854031695469, 741.4965685709964, 764.942841955427, 759.6302323955148]"
47500,"[765.2237671619116, 752.7747451141481, 738.1404929749257, 751.8767271726497, 747.5920408720473]"
