iteration,trainRMSE
0,"[1024.1560860244545, 1024.138826371333, 1029.082192011985, 1029.0822957006924, 1029.5984620365728]"
2500,"[737.5235679202456, 742.8685646340499, 750.0896787150105, 750.7253506542335, 748.9658721988043]"
5000,"[732.7947904481031, 715.0678730174368, 722.8453390277126, 719.642208541565, 722.5790787081005]"
7500,"[724.1495525565524, 674.8179749654166, 668.0789801862245, 640.2642928967033, 640.065341890238]"
10000,"[717.5324282076539, 642.9686720833452, 608.7692693158427, 553.4167929795959, 549.036297317115]"
12500,"[706.3309346404858, 623.6871796919055, 567.0552611074896, 502.17988564709646, 449.15055417763193]"
15000,"[695.569996187924, 613.3874399649604, 552.0658143762977, 479.79695142083676, 446.823092937862]"
17500,"[687.8480984742177, 583.9787846765329, 507.58971660812966, 417.5891407454275, 382.4002727273823]"
20000,"[681.515199525336, 572.3371094575398, 515.4960140562412, 470.5967742622691, 412.34040207165896]"
22500,"[683.0473401390278, 580.5168262879896, 525.640053300351, 481.2710708672809, 493.80626296855905]"
25000,"[679.1507747448419, 574.3258118295926, 498.31934789147215, 478.68818987755276, 481.6459878031516]"
27500,"[672.820733100494, 576.4295160696931, 495.0904410582415, 437.79018785114977, 447.2548237619191]"
30000,"[669.9578291794297, 561.0441581402085, 483.02861188605965, 448.575302804748, 385.27389344290776]"
32500,"[656.056519948153, 560.7377190531904, 485.71524588999, 477.5782528271898, 446.32500728342893]"
35000,"[786.828286553784, 773.8409642966825, 789.7710725616611, 787.7499608250484, 815.7558595038411]"
37500,"[659.098416760257, 565.6269741094225, 471.02587805595795, 461.3487440446098, 448.92296707871975]"
40000,"[648.9168688691395, 526.114212598896, 423.0441233446659, 406.1494080179264, 380.2253327887922]"
42500,"[642.4897099941429, 539.2229013818871, 457.5722302966718, 443.8888979143953, 426.44073914459034]"
45000,"[630.0497764263392, 514.3869380937293, 402.1434620949109, 383.2345744807027, 332.7660576070848]"
47500,"[632.4466478817558, 512.8733161132012, 445.7276625366962, 425.08842681791026, 394.10650793067407]"
50000,"[629.8543553770264, 544.2363580993566, 451.982005994571, 440.93798244358214, 458.02701503136046]"
52500,"[642.9064410898472, 524.1385396527597, 425.6270464609697, 406.27721709297174, 399.98509553134454]"
55000,"[622.1774572942334, 514.1196871918692, 433.3546313546712, 443.3130125268078, 428.4459803856632]"
57500,"[626.4387283381532, 515.2564121162678, 439.63243577169675, 400.79347593142325, 377.7208241649833]"
60000,"[624.239992223209, 526.3773747155425, 432.76563376607027, 453.14043469764783, 457.3555731836932]"
62500,"[620.4798318479092, 521.8123487008876, 440.1478429813415, 415.25819226072815, 426.6884406783085]"
65000,"[616.1498345715048, 506.34963003622414, 475.46727904775537, 442.7454787397775, 447.30464514604927]"
67500,"[601.3403527659772, 482.49541267234054, 398.8344941003169, 329.32955568297007, 355.52583894898015]"
